"Handling","Reward","Choice","Task.RT","Choice.RT","Experiment.Time","Trial.Outcome","Task.Type","Task.Setup","Block"
14,4,2,1.00008606910706,1.99933791160583,9.05267190933228,"0",0,7,1
14,4,1,0.742995023727417,4.01592588424683,11.0692598819733,"0",2,3,1
14,4,1,0.976477861404419,5.99934577941895,13.052680015564,"0",0,0,1
14,4,1,0.610484838485718,7.99944090843201,15.0527749061584,"0",1,0,1
14,4,2,0.996773958206177,10.0161018371582,17.0694360733032,"0",2,7,1
14,20,1,0.855629920959473,1.9992311000824,23.1027729511261,"0",1,7,1
14,20,1,0.647695064544678,4.0160539150238,25.1195950508118,"0",2,5,1
14,20,1,0.497496128082275,6.01603889465332,27.1195800304413,"0",2,1,1
14,20,1,0.571766138076782,7.99940991401672,29.1029500961304,"0",1,0,1
14,20,1,0.723649978637695,9.99942493438721,31.1029660701752,"0",0,0,1
14,20,1,0.582716941833496,11.9994690418243,33.103010892868,"0",1,2,1
14,20,2,0.914360046386719,14.0162019729614,35.1197428703308,"0",2,0,1
14,4,0,1.21788597106934,1.21792697906494,42.3887689113617,"0",2,6,1
14,20,1,0.683835983276367,1.99894309043884,48.4199249744415,"0",0,0,1
14,20,1,0.748396158218384,4.01563906669617,50.4366209506989,"0",2,5,1
14,20,1,0.496242046356201,5.99901008605957,52.4199919700623,"0",1,2,1
14,20,1,0.410150051116943,7.99902009963989,54.4200019836426,"0",1,7,1
14,20,1,0.603778839111328,9.99910593032837,56.4200880527496,"0",0,3,1
14,20,1,0.797285079956055,12.0157248973846,58.4367070198059,"0",2,7,1
14,20,1,0.465672016143799,13.9991199970245,60.4201018810272,"0",0,3,1
14,8,1,0.827993869781494,1.99983596801758,68.4702200889587,"0",0,4,1
14,8,2,0.739733934402466,3.99993395805359,70.4703180789948,"0",0,6,1
14,8,2,1.00008702278137,5.99996209144592,72.4703459739685,"0",0,2,1
14,8,1,0.731996059417725,2.0160071849823,78.5204260349274,"0",2,6,1
14,8,1,0.485774040222168,3.99933099746704,80.503751039505,"0",1,4,1
14,8,1,0.486908912658691,5.99936699867249,82.5037870407104,"0",1,2,1
14,8,1,0.527850866317749,7.99949908256531,84.5039188861847,"0",1,2,1
14,8,1,0.781652927398682,10.0161170959473,86.5205368995667,"0",2,1,1
14,8,1,0.928509950637817,11.9994521141052,88.5038709640503,"0",0,4,1
14,8,1,0.880360841751099,13.9995541572571,90.5039739608765,"0",2,7,1
14,4,0,0.732442855834961,0.734311103820801,97.3056130409241,"0",2,4,1
14,20,1,0.562433958053589,1.99900913238525,103.33738899231,"0",1,3,1
14,20,1,0.87777304649353,3.99922609329224,105.337606906891,"0",0,0,1
14,20,1,0.485447883605957,5.99916315078735,107.337543010712,"0",1,2,1
14,20,1,0.866529941558838,7.9991500377655,109.33752989769,"0",0,4,1
14,20,1,0.773897171020508,9.99975395202637,111.338134050369,"0",0,1,1
14,20,2,0.812024116516113,11.9996120929718,113.337991952896,"0",0,4,1
14,20,1,0.764746904373169,14.015988111496,115.35436797142,"0",2,0,1
14,8,1,0.540827035903931,2.00022196769714,123.40446805954,"0",1,3,1
14,8,1,0.354774951934814,4.00022792816162,125.404474020004,"0",1,4,1
14,8,1,0.476696968078613,6.00065994262695,127.40490603447,"0",1,1,1
14,8,1,0.349164962768555,8.00045299530029,129.40469789505,"0",1,3,1
14,8,1,0.381652116775513,10.000559091568,131.404803991318,"0",1,3,1
14,8,1,0.849820852279663,12.0003769397736,133.404623031616,"0",0,0,1
14,8,1,0.545760154724121,14.0003850460052,135.404630899429,"0",1,2,1
14,4,2,1.00005912780762,1.99895787239075,143.45466709137,"0",1,2,1
14,4,0,0.567768096923828,2.59124493598938,144.046952962875,"0",0,2,1
14,20,1,0.800507068634033,1.99896121025085,150.071547985077,"0",0,6,1
14,20,1,0.705748081207275,3.99892616271973,152.071511983871,"0",1,2,1
14,20,1,0.596079111099243,6.01545214653015,154.088038921356,"0",2,2,1
14,20,1,0.814687967300415,7.99900507926941,156.071592092514,"0",0,3,1
14,20,2,0.996936082839966,10.0158090591431,158.088394880295,"0",2,3,1
14,20,1,0.714735984802246,12.0158610343933,160.088448047638,"0",2,0,1
14,20,1,0.711350202560425,13.9991102218628,162.071697950363,"0",0,6,1
14,8,1,0.598652839660645,2.01597309112549,170.138846874237,"0",2,3,1
14,8,1,0.714575052261353,4.01564407348633,172.138516902924,"0",2,0,1
14,8,1,0.865210056304932,6.01505517959595,174.137928962708,"0",2,7,1
14,8,1,0.605962991714478,7.99932622909546,176.122200012207,"0",0,0,1
14,8,1,0.776531219482422,9.99908900260925,178.121963024139,"0",0,4,1
14,8,1,0.781723976135254,12.0157091617584,180.13858294487,"0",2,6,1
14,8,1,0.598376989364624,14.0158171653748,182.138690948486,"0",2,0,1
14,8,0,1.06779003143311,1.06783008575439,189.257571935654,"0",2,1,1
14,20,1,0.716233968734741,1.99898290634155,195.288904905319,"0",1,1,1
14,20,1,0.548212051391602,4.01574492454529,197.305665969849,"0",2,3,1
14,20,1,0.498626947402954,6.01586580276489,199.305788993835,"0",2,4,1
14,20,1,0.662903070449829,7.99907279014587,201.288994073868,"0",0,2,1
14,20,1,0.70564603805542,9.9991238117218,203.289046049118,"0",0,1,1
14,20,2,1.0000741481781,11.9992218017578,205.289144039154,"0",0,5,1
14,20,1,0.947423934936523,14.015823841095,207.305746078491,"0",2,4,1
14,4,0,0.397341012954712,0.401774883270264,213.758665084839,"0",1,4,1
14,20,1,0.719122886657715,1.9989800453186,219.789292097092,"0",1,6,1
14,20,2,0.996961116790771,4.01566696166992,221.805978059769,"0",2,1,1
14,20,1,0.546809911727905,5.99907898902893,223.789391040802,"0",1,6,1
14,20,1,0.515055894851685,8.01577997207642,225.806091070175,"0",2,4,1
14,20,1,0.831615924835205,10.0157651901245,227.806077957153,"0",2,6,1
14,20,1,0.477234125137329,11.9991371631622,229.789448976517,"0",1,7,1
14,20,1,0.431236028671265,13.9991731643677,231.789484977722,"0",1,7,1
14,4,0,0.416473865509033,0.420913934707642,238.261560916901,"0",1,1,1
14,8,1,0.64922308921814,2.01618003845215,244.306292057037,"0",2,4,1
14,8,1,0.662990093231201,4.0162410736084,246.306353092194,"0",2,6,1
14,8,1,0.547564029693604,6.01626706123352,248.306377887726,"0",2,7,1
14,8,2,0.535890102386475,7.99967503547668,250.289787054062,"0",1,1,1
14,8,1,0.756887912750244,9.99968314170837,252.289794921875,"0",0,4,1
14,8,1,0.528843879699707,11.9997460842133,254.289858102798,"0",1,1,1
14,8,1,0.56486701965332,14.0164370536804,256.306549072266,"0",2,4,1
14,4,0,0.397135972976685,0.400045871734619,262.757428884506,"0",1,3,1
14,20,1,0.567034006118774,1.99891591072083,268.790092945099,"0",1,4,1
14,20,1,0.802808046340942,3.99882483482361,270.790001869202,"0",0,4,1
14,20,1,0.599557876586914,5.99894285202026,272.790121078491,"0",0,7,1
14,20,1,0.698086977005005,7.99900388717651,274.790181875229,"0",1,6,1
14,20,1,0.686974048614502,9.99902486801147,276.79020190239,"0",0,6,1
14,20,1,0.692010164260864,11.9990499019623,278.790227890015,"0",0,5,1
14,20,1,0.457976102828979,13.9990839958191,280.790261983871,"0",1,5,1
14,8,1,0.613633871078491,2.016037940979,288.857537031174,"0",2,1,1
14,8,1,0.66413402557373,4.01559400558472,290.857093095779,"0",2,0,1
14,8,1,0.964136838912964,6.01560807228088,292.857106924057,"0",2,0,1
14,8,1,0.509469985961914,7.99901509284973,294.840513944626,"0",1,5,1
14,8,1,0.599273920059204,9.99901604652405,296.840513944626,"0",0,6,1
14,8,1,0.486359119415283,11.9990141391754,298.840512990952,"0",0,6,1
14,8,1,0.608578205108643,13.9990770816803,300.840575933456,"0",1,0,1
14,8,1,0.897948026657104,2.01561999320984,308.907377004623,"0",2,6,1
14,8,1,0.482874870300293,3.99895882606506,310.890716075897,"0",1,3,1
14,8,1,0.497164964675903,5.99903798103333,312.890794992447,"0",1,6,1
14,8,1,0.781522989273071,8.01570677757263,314.90746307373,"0",2,2,1
14,8,1,0.511960029602051,9.99880981445312,316.890567064285,"0",1,1,1
