"Handling","Reward","Choice","Task.RT","Choice.RT","Experiment.Time","Trial.Outcome","Task.Type","Task.Setup","Block"
10,8,2,1.00003814697266,1.9992561340332,9.04283809661865,"0",1,7,1
10,8,1,0.478249073028564,3.99940991401672,11.0429940223694,"0",1,7,1
10,8,1,0.639299869537354,5.99880909919739,13.0423920154572,"0",0,4,1
10,8,1,0.731884002685547,7.99907302856445,15.0426549911499,"0",0,1,1
10,8,1,0.576503038406372,9.99948692321777,17.0430691242218,"0",0,0,1
10,20,1,0.779140949249268,2.01555585861206,29.1261150836945,"0",2,2,1
10,20,1,0.681485891342163,4.01587104797363,31.1264300346375,"0",2,7,1
10,20,1,0.730414152145386,6.01575088500977,33.1263101100922,"0",2,6,1
10,20,1,0.671633005142212,7.99897289276123,35.1095321178436,"0",1,4,1
10,20,1,0.64832592010498,10.015517950058,37.1260769367218,"0",2,3,1
10,8,1,0.582011938095093,2.01598906517029,49.1931009292603,"0",2,7,1
10,8,1,0.544778823852539,3.99895405769348,51.1760659217834,"0",0,3,1
10,8,1,0.725871086120605,5.99921011924744,53.1763219833374,"0",1,0,1
10,8,1,0.670677900314331,8.01580405235291,55.1929159164429,"0",1,2,1
10,8,1,0.714509963989258,10.0159151554108,57.193027973175,"0",2,1,1
10,20,1,0.791623115539551,1.99883913993835,69.2429599761963,"0",1,7,1
10,20,1,0.481368064880371,3.99882102012634,71.2429420948029,"0",1,4,1
10,20,1,0.545419931411743,5.99860215187073,73.2427229881287,"0",1,2,1
10,20,1,0.598437070846558,8.01496911048889,75.2590889930725,"0",2,1,1
10,20,1,0.582962989807129,9.99880504608154,77.2429249286652,"0",0,4,1
10,4,1,0.747334957122803,1.99971199035645,89.2929220199585,"0",1,7,1
10,4,1,0.456974029541016,3.99941182136536,91.292622089386,"0",1,4,1
10,4,1,0.394147872924805,5.99961686134338,93.292827129364,"0",1,4,1
10,4,1,0.6684250831604,7.99975895881653,95.2929699420929,"0",0,5,1
10,4,2,0.996676921844482,10.0163958072662,97.3096060752869,"0",2,7,1
10,4,1,0.598646879196167,1.99933099746704,109.359590053558,"0",1,5,1
10,4,1,0.681823968887329,4.01580810546875,111.376065015793,"0",2,2,1
10,4,1,0.643127918243408,5.99926495552063,113.359524011612,"0",0,2,1
10,4,1,0.548771858215332,7.99926018714905,115.359518051147,"0",1,0,1
10,4,1,0.513372182846069,10.0156061649323,117.375864982605,"0",2,5,1
10,20,1,0.643250942230225,1.99952816963196,129.426331996918,"0",1,5,1
10,20,1,0.63575291633606,3.99952220916748,131.426325082779,"0",0,5,1
10,20,1,0.514037847518921,5.99923706054688,133.426041126251,"0",1,4,1
10,20,1,0.535197973251343,7.99921011924744,135.426013946533,"0",1,1,1
10,20,1,0.614403963088989,10.0161311626434,137.442935943604,"0",2,0,1
10,20,1,0.60886812210083,1.99937319755554,149.493005037308,"0",0,3,1
10,20,1,0.846007108688354,3.99925303459167,151.492885112762,"0",0,2,1
10,20,1,0.468729019165039,5.99897313117981,153.492604017258,"0",1,3,1
10,20,1,0.507888078689575,7.9991991519928,155.492831945419,"0",1,2,1
10,20,1,0.948008060455322,10.015202999115,157.508835077286,"0",2,7,1
10,8,1,0.618355989456177,1.99917984008789,169.559560060501,"0",0,3,1
10,8,1,0.518787860870361,3.99914884567261,171.55953001976,"0",1,0,1
10,8,1,0.746961116790771,6.01575899124146,173.576138973236,"0",2,4,1
10,8,1,0.814934968948364,8.01586294174194,175.576244115829,"0",2,6,1
10,8,1,0.730715036392212,10.0160479545593,177.576427936554,"0",2,6,1
10,8,1,0.69879412651062,2.01625800132751,189.643124103546,"0",2,0,1
10,8,1,0.812980890274048,4.01540398597717,191.642270088196,"0",2,1,1
10,8,1,0.621813058853149,5.99873995780945,193.625606060028,"0",1,0,1
10,8,1,0.6477210521698,8.01579999923706,195.642666101456,"0",2,2,1
10,8,1,0.508219957351685,9.99937415122986,197.62624001503,"0",1,3,1
10,4,1,0.915267944335938,2.01585412025452,209.692857027054,"0",2,4,1
10,4,1,0.758532047271729,3.99892497062683,211.675928115845,"0",0,7,1
10,4,2,1.00011301040649,5.99846410751343,213.675467967987,"0",0,5,1
10,4,2,1.00005292892456,7.99899196624756,215.67599606514,"0",1,7,1
10,4,2,1.00005793571472,1.99898505210876,225.709316015244,"0",1,0,1
10,4,2,1.00009703636169,3.99900197982788,227.709332942963,"0",1,5,1
10,4,2,0.996877193450928,2.01563906669617,237.759505033493,"0",2,2,1
10,4,2,0.996273994445801,4.01549386978149,239.759360074997,"0",2,5,1
10,20,2,1.00010108947754,1.99896001815796,249.792655944824,"0",0,1,1
10,20,2,1.00009894371033,3.99865007400513,251.792346000671,"0",1,5,1
10,8,2,1.00009107589722,1.99922108650208,261.826205015182,"0",0,7,1
10,8,2,1.0000901222229,3.99895405769348,263.825937986374,"0",1,3,1
10,20,2,1.00005888938904,1.99887990951538,273.85923910141,"0",0,0,1
10,20,2,0.996942043304443,4.01579189300537,275.876152038574,"0",2,5,1
10,4,2,0.997622966766357,2.00024700164795,285.909296035767,"0",2,7,1
10,4,2,1.00007200241089,4.00024580955505,287.909295082092,"0",0,3,1
10,8,2,1.00009393692017,1.99913287162781,297.942840099335,"0",1,5,1
10,8,2,1.00008296966553,3.99897503852844,299.942682027817,"0",0,1,1
10,8,2,1.00010585784912,1.99863505363464,309.975903987885,"0",1,4,1
10,8,2,1.00008106231689,3.99874496459961,311.976014137268,"0",0,2,1
10,8,2,1.00009393692017,1.99899005889893,322.009508132935,"0",0,4,1
10,8,2,1.00007104873657,3.9983971118927,324.008913993835,"0",0,1,1
10,20,2,0.997277975082397,2.01571297645569,334.059418916702,"0",2,6,1
10,20,2,1.00011014938354,3.99891304969788,336.042618989944,"0",0,3,1
10,4,2,1.00007891654968,1.99863815307617,346.075680971146,"0",0,5,1
10,4,2,1.00007200241089,3.99893021583557,348.075972080231,"0",0,3,1
10,4,2,0.996937036514282,2.01587104797363,358.126137971878,"0",2,2,1
10,4,2,0.996651887893677,4.01566195487976,360.12592792511,"0",2,7,1
10,20,2,0.996795892715454,2.01535081863403,370.176124095917,"0",2,3,1
10,20,2,0.996035099029541,4.01536989212036,372.176142930984,"0",2,3,1
10,8,2,0.997528076171875,2.01612305641174,382.226082086563,"0",2,2,1
10,8,2,0.996772050857544,4.01573085784912,384.225690126419,"0",2,0,1
10,8,2,1.00006794929504,1.99877500534058,394.259191989899,"0",1,6,1
10,8,2,1.00011706352234,3.99887990951538,396.259297132492,"0",0,2,1
10,4,2,1.00009703636169,1.99927687644958,406.292761087418,"0",0,4,1
10,4,2,1.00005507469177,3.99909782409668,408.29258108139,"0",1,0,1
10,4,2,1.00008511543274,1.99906206130981,418.326086997986,"0",1,0,1
10,4,2,1.00005602836609,3.99905300140381,420.326076984406,"0",1,6,1
14,20,2,1.00008606910706,1.99992799758911,465.426079034805,"0",0,0,2
14,20,2,1.00006008148193,3.99974179267883,467.425893068314,"0",0,0,2
14,20,1,0.648499965667725,2.01613998413086,473.476176977158,"0",2,4,2
14,20,1,0.623816013336182,3.99931383132935,475.459352016449,"0",1,7,2
14,20,1,0.539456844329834,5.99916887283325,477.459206104279,"0",0,3,2
14,20,1,0.435112953186035,7.99910402297974,479.459141016006,"0",0,3,2
14,20,1,0.534983158111572,9.99938583374023,481.459423065186,"0",1,7,2
14,20,1,0.563857078552246,12.0160019397736,483.476040124893,"0",2,1,2
14,20,1,0.597667932510376,14.0159199237823,485.475958108902,"0",2,5,2
14,8,1,0.698896884918213,2.0002429485321,493.525852918625,"0",2,3,2
14,8,1,0.641143083572388,3.99963808059692,495.52524805069,"0",0,1,2
14,8,1,0.869148969650269,5.99964284896851,497.52525305748,"0",0,2,2
14,8,1,0.590698003768921,8.00019907951355,499.525809049606,"0",1,6,2
14,8,1,0.746438980102539,9.99966597557068,501.525277137756,"0",0,3,2
14,8,1,0.60468602180481,12.0003349781036,503.525946140289,"0",0,7,2
14,8,1,0.575149059295654,14.0002398490906,505.525850057602,"0",1,5,2
14,8,1,0.597999811172485,2.01649904251099,513.593101978302,"0",2,7,2
14,8,1,0.679744005203247,4.01615810394287,515.592761039734,"0",2,6,2
14,8,1,0.544797897338867,5.9991979598999,517.575799942017,"0",1,7,2
14,8,1,0.596737861633301,8.01607489585876,519.592678070068,"0",2,5,2
14,8,1,0.547693967819214,10.0159010887146,521.592504024506,"0",2,6,2
14,8,1,0.565218925476074,12.0155470371246,523.592149972916,"0",2,5,2
14,8,1,0.679717063903809,14.0161099433899,525.592713117599,"0",2,4,2
14,4,1,0.580782890319824,2.01600813865662,533.659482955933,"0",2,1,2
14,4,1,0.536291837692261,3.99923205375671,535.642707109451,"0",1,2,2
14,4,1,0.546823978424072,6.01582813262939,537.659304141998,"0",2,3,2
14,4,1,0.816118955612183,7.99922108650208,539.642697095871,"0",0,4,2
14,4,1,0.954908132553101,9.99922704696655,541.642703056335,"0",1,5,2
14,4,1,0.575958967208862,11.9989452362061,543.642419099808,"0",1,6,2
14,4,1,0.580801010131836,14.0159020423889,545.659377098083,"0",2,4,2
14,4,1,0.681882858276367,2.01601099967957,553.726122140884,"0",2,5,2
14,4,1,0.686624050140381,3.99898791313171,555.709096908569,"0",0,1,2
14,4,1,0.511626005172729,5.9989869594574,557.709096908569,"0",1,4,2
14,4,1,0.664525032043457,8.01590895652771,559.726017951965,"0",2,2,2
14,4,1,0.529053926467896,9.99908399581909,561.709195137024,"0",1,4,2
14,4,1,0.548449993133545,11.9992470741272,563.709357023239,"0",0,1,2
14,4,1,0.478996992111206,13.9992399215698,565.7093501091,"0",0,4,2
14,8,1,0.660903930664062,1.99925398826599,573.759280920029,"0",0,5,2
14,8,1,0.521928071975708,3.99939584732056,575.759422063828,"0",0,5,2
14,8,1,0.598105907440186,6.01574087142944,577.775767087936,"0",2,5,2
14,8,1,0.578486919403076,7.9993200302124,579.759346961975,"0",0,2,2
14,8,1,0.614964008331299,10.0153520107269,581.775377988815,"0",2,2,2
14,8,1,0.651561975479126,11.9990968704224,583.759124040604,"0",0,5,2
14,8,1,0.580523014068604,14.0159049034119,585.775932073593,"0",2,4,2
14,20,1,0.719759941101074,1.99935078620911,593.82586312294,"0",1,6,2
14,20,1,0.662612915039062,3.99956583976746,595.826079130173,"0",0,7,2
14,20,1,0.506307125091553,5.99931192398071,597.825824975967,"0",0,3,2
14,20,1,0.88248085975647,7.99942398071289,599.8259370327,"0",1,6,2
14,20,1,0.56207799911499,9.99940180778503,601.825916051865,"0",1,7,2
14,20,2,0.996531009674072,12.0158948898315,603.842407941818,"0",2,4,2
14,20,1,0.598074913024902,13.9991037845612,605.825616121292,"0",0,1,2
14,4,1,0.631857872009277,2.01604604721069,613.892817974091,"0",2,2,2
14,4,1,0.631405115127563,4.01592612266541,615.89269900322,"0",2,2,2
14,4,1,0.777769088745117,5.99916696548462,617.875940084457,"0",1,1,2
14,4,1,0.434908866882324,7.99920296669006,619.875976085663,"0",0,3,2
14,4,1,0.525336980819702,9.99916100502014,621.875934123993,"0",1,5,2
14,4,1,0.55659294128418,11.9989759922028,623.875747919083,"0",1,6,2
14,4,1,0.487835884094238,13.999330997467,625.876102924347,"0",0,1,2
14,8,1,0.649004936218262,2.01599812507629,633.942384958267,"0",2,7,2
14,8,1,0.54269003868103,3.99939608573914,635.92578291893,"0",1,3,2
14,8,1,0.530225038528442,6.01604819297791,637.942434072495,"0",2,3,2
14,8,1,0.60614800453186,7.9993531703949,639.925740003586,"0",0,4,2
14,8,1,0.492769002914429,9.99932718276978,641.925714015961,"0",1,5,2
14,8,1,0.463238954544067,11.9995400905609,643.925926923752,"0",1,0,2
14,8,1,0.549263000488281,13.9994010925293,645.92578792572,"0",1,2,2
14,4,1,0.783581972122192,1.99916100502014,653.975801944733,"0",0,1,2
14,4,1,0.631454944610596,4.01619100570679,655.992831945419,"0",2,1,2
14,4,1,0.494820117950439,5.99938988685608,657.976030111313,"0",1,3,2
14,4,2,0.996687889099121,8.01594185829163,659.992583036423,"0",2,2,2
14,4,1,0.565969944000244,9.99931287765503,661.975954055786,"0",1,6,2
14,4,1,0.731720924377441,12.0160109996796,663.992651939392,"0",2,0,2
14,4,1,0.601431846618652,13.9993999004364,665.976040124893,"0",1,1,2
14,20,1,0.831678152084351,2.01605796813965,674.042607069016,"0",2,5,2
14,20,1,0.696685075759888,4.01610207557678,676.042652130127,"0",2,7,2
14,20,1,0.647875070571899,6.01587009429932,678.042418956757,"0",2,5,2
14,20,1,0.548619985580444,8.01595401763916,680.042503118515,"0",2,4,2
14,20,1,0.836212873458862,9.99954700469971,682.026094913483,"0",1,0,2
14,20,1,0.524456977844238,11.9994211196899,684.025969982147,"0",0,1,2
14,20,1,0.424158096313477,13.9993250370026,686.025875091553,"0",1,5,2
14,8,1,0.715620994567871,2.01601195335388,694.09260392189,"0",2,6,2
14,8,1,0.591322183609009,3.99935603141785,696.07594704628,"0",1,0,2
14,8,1,0.747527122497559,6.01595497131348,698.092545986176,"0",2,4,2
14,8,1,0.589488983154297,7.99927997589111,700.075871944427,"0",0,0,2
14,8,1,0.466140985488892,9.99872803688049,702.075319051743,"0",0,3,2
14,8,1,0.581700086593628,12.0158319473267,704.092422962189,"0",2,6,2
14,8,1,0.543948173522949,13.9992890357971,706.075881004333,"0",1,2,2
14,4,0,0.430567979812622,0.432301998138428,712.559096097946,"0",2,2,2
14,20,1,0.649042844772339,2.01631307601929,718.609509944916,"0",2,0,2
14,20,1,0.664915084838867,4.01588916778564,720.609085083008,"0",2,7,2
14,20,2,1.00004291534424,5.99920296669006,722.592400074005,"0",0,3,2
14,20,1,0.523833036422729,7.99911403656006,724.592311143875,"0",0,5,2
14,20,1,0.715062141418457,9.99934411048889,726.592540979385,"0",1,3,2
14,20,1,0.567950963973999,11.999195098877,728.592391967773,"0",0,6,2
14,20,1,0.418596982955933,13.9993901252747,730.592586994171,"0",1,5,2
14,4,1,0.648452997207642,2.01592206954956,738.659296989441,"0",2,1,2
14,4,1,0.516210079193115,3.99927496910095,740.642651081085,"0",1,5,2
14,4,1,0.538148164749146,5.99898600578308,742.642359972,"0",1,6,2
14,4,1,0.549264192581177,7.99924802780151,744.642622947693,"0",0,2,2
14,4,1,0.512314796447754,9.99900794029236,746.642383098602,"0",0,2,2
14,4,1,0.531315088272095,12.015881061554,748.65925693512,"0",2,4,2
14,4,1,0.513728857040405,14.0158770084381,750.659251928329,"0",2,4,2
14,20,1,0.810060977935791,1.99949097633362,758.709346055984,"0",0,2,2
14,20,1,0.532635927200317,3.99937987327576,760.70923614502,"0",1,4,2
14,20,1,0.509802103042603,5.99946188926697,762.709319114685,"0",1,3,2
14,20,1,0.439654111862183,7.99939894676208,764.709255933762,"0",1,7,2
14,20,1,0.532510995864868,9.99936079978943,766.709217071533,"0",1,2,2
14,20,1,0.412202119827271,11.9994628429413,768.709319114685,"0",1,3,2
14,20,2,1.00007104873657,13.9994029998779,770.709259986877,"0",0,5,2
14,8,1,0.560308933258057,1.999675989151,778.759253025055,"0",1,5,2
14,8,1,0.447824954986572,3.99966788291931,780.759246110916,"0",1,0,2
14,8,1,0.367761850357056,5.99958801269531,782.759165048599,"0",1,3,2
14,8,1,0.681793928146362,8.01631689071655,784.77589392662,"0",2,5,2
14,8,1,0.520037174224854,9.99947094917297,786.759047985077,"0",0,3,2
14,8,1,0.551867008209229,11.9996628761292,788.759239912033,"0",0,3,2
14,8,1,0.591497898101807,13.9996719360352,790.759249925613,"0",1,7,2
14,4,1,0.71555495262146,2.0169689655304,798.826690912247,"0",2,3,2
14,4,1,0.696238040924072,4.01619505882263,800.825917005539,"0",2,5,2
14,4,1,0.610579013824463,5.99951410293579,802.809237003326,"0",1,4,2
14,4,1,0.6600182056427,7.9995219707489,804.809245109558,"0",0,2,2
14,4,1,0.571980953216553,9.99946308135986,806.80918598175,"0",0,1,2
14,4,1,0.524867057800293,11.9995150566101,808.809237003326,"0",0,6,2
14,4,1,0.879277944564819,14.0161108970642,810.825833082199,"0",2,6,2
14,20,1,0.628983974456787,1.9994158744812,818.875944137573,"0",0,0,2
14,20,1,0.69750714302063,4.01598596572876,820.892514944077,"0",2,2,2
14,20,1,0.593765020370483,5.99930286407471,822.875831127167,"0",0,1,2
14,20,1,0.537028789520264,7.99940896034241,824.875936985016,"0",1,5,2
14,20,1,0.456830978393555,9.99911284446716,826.875641107559,"0",1,7,2
14,20,1,0.587642908096313,11.9993469715118,828.875874996185,"0",0,3,2
14,20,1,0.580623865127563,14.0152559280396,830.891783952713,"0",2,3,2
14,4,0,0.469434022903442,0.489037036895752,837.432223081589,"0",0,6,2
