sub,cond,date,V1,Cost,Handling,Offer,Choice,RT,ExpTime,ResponseType,Block,BlockType,HandleTime,TravelTime,condCode
181,wait,06022019,31,WAIT,10,20,1,10.0165820121765,494.151506900787,Reward,2,1,12,8,1
181,wait,06022019,32,WAIT,10,4,0,1.23414707183838,504.202394962311,OfferQuit,2,1,12,8,1
181,phys,06022019,33,GRIP,10,4,0,1.12359404563904,512.235805034637,OfferQuit,2,1,12,8,3
181,wait,06022019,34,WAIT,10,8,1,10.0167920589447,530.28559589386,Reward,2,1,12,8,1
181,phys,06022019,35,GRIP,10,8,1,10.0302209854126,550.366184949875,Reward,2,1,12,8,3
181,wait,06022019,36,WAIT,10,20,1,10.0167739391327,570.436148881912,Reward,2,1,12,8,1
181,wait,06022019,37,WAIT,10,4,0,1.11736989021301,580.486085891724,OfferQuit,2,1,12,8,1
181,phys,06022019,38,GRIP,10,4,0,0.874083995819092,588.586044073105,OfferQuit,2,1,12,8,3
181,phys,06022019,39,GRIP,10,20,1,10.032231092453,606.652423858643,Reward,2,1,12,8,3
181,phys,06022019,40,GRIP,10,8,1,10.0241420269012,626.727735996246,Reward,2,1,12,8,3
181,phys,06022019,41,GRIP,10,20,1,10.0294678211212,646.816241979599,Reward,2,1,12,8,3
181,phys,06022019,42,GRIP,10,4,0,1.15180706977844,656.870640993118,OfferQuit,2,1,12,8,3
181,wait,06022019,43,WAIT,10,4,0,0.843765020370483,664.904247045517,OfferQuit,2,1,12,8,1
181,wait,06022019,44,WAIT,10,8,1,10.0168468952179,682.954096078873,Reward,2,1,12,8,1
181,wait,06022019,45,WAIT,10,20,1,10.0167679786682,703.020881891251,Reward,2,1,12,8,1
181,phys,06022019,46,GRIP,10,20,1,10.0280590057373,723.098661899567,Reward,2,1,12,8,3
181,phys,06022019,47,GRIP,10,8,0,1.00334405899048,733.154531002045,OfferQuit,2,1,12,8,3
181,wait,06022019,48,WAIT,10,4,0,0.658949851989746,741.18781208992,OfferQuit,2,1,12,8,1
181,wait,06022019,49,WAIT,10,20,1,10.0168368816376,759.238247871399,Reward,2,1,12,8,1
181,wait,06022019,50,WAIT,10,8,0,1.53391599655151,769.288352012634,OfferQuit,2,1,12,8,1
181,phys,06022019,51,GRIP,10,4,0,0.924845933914185,777.321397066116,OfferQuit,2,1,12,8,3
181,wait,06022019,52,WAIT,10,4,0,1.10975384712219,785.355494022369,OfferQuit,2,1,12,8,1
181,phys,06022019,53,GRIP,10,20,1,10.0318188667297,803.419852018356,Reward,2,1,12,8,3
181,phys,06022019,54,GRIP,10,8,1,10.0271589756012,823.499759912491,Reward,2,1,12,8,3
181,phys,06022019,55,GRIP,10,4,0,0.917532920837402,833.555619001389,OfferQuit,2,1,12,8,3
181,wait,06022019,56,WAIT,10,20,1,10.0176458358765,851.605926036835,Reward,2,1,12,8,1
181,wait,06022019,57,WAIT,10,20,1,10.0165138244629,877.839467048645,Reward,3,0,12,8,1
181,cogTask,06022019,58,COGNITIVE,10,8,1,10.00084400177,897.890462875366,Reward,3,0,12,8,2
181,wait,06022019,59,WAIT,10,4,0,0.65685510635376,907.939605951309,OfferQuit,3,0,12,8,1
181,wait,06022019,60,WAIT,10,8,1,10.0167789459229,925.99006986618,Reward,3,0,12,8,1
181,cogTask,06022019,61,COGNITIVE,10,4,0,0.599745035171509,936.040019989014,OfferQuit,3,0,12,8,2
181,cogTask,06022019,62,COGNITIVE,10,20,1,10.0007240772247,954.074456930161,Reward,3,0,12,8,2
181,wait,06022019,63,WAIT,10,20,1,10.0169270038605,974.14053106308,Reward,3,0,12,8,1
181,cogTask,06022019,64,COGNITIVE,10,20,1,10.0014219284058,994.191518068314,Reward,3,0,12,8,2
181,wait,06022019,65,WAIT,10,4,0,0.954341173171997,1004.24105405807,OfferQuit,3,0,12,8,1
181,cogTask,06022019,66,COGNITIVE,10,4,0,1.05069518089294,1012.27434897423,OfferQuit,3,0,12,8,2
181,wait,06022019,67,WAIT,10,8,0,1.32805013656616,1020.30707001686,OfferQuit,3,0,12,8,1
181,cogTask,06022019,68,COGNITIVE,10,8,1,10.0013489723206,1038.34280991554,Reward,3,0,12,8,2
181,cogTask,06022019,69,COGNITIVE,10,8,1,10.0005569458008,1058.39202189445,Reward,3,0,12,8,2
181,cogTask,06022019,70,COGNITIVE,10,4,0,1.01727604866028,1068.44158506393,OfferQuit,3,0,12,8,2
181,cogTask,06022019,71,COGNITIVE,10,20,1,10.0006520748138,1086.57565689087,Reward,3,0,12,8,2
181,wait,06022019,72,WAIT,10,20,1,10.0170788764954,1106.64209103584,Reward,3,0,12,8,1
181,wait,06022019,73,WAIT,10,4,0,0.880151987075806,1116.69213008881,OfferQuit,3,0,12,8,1
181,wait,06022019,74,WAIT,10,8,1,10.0169739723206,1134.74245786667,Reward,3,0,12,8,1
181,cogTask,06022019,75,COGNITIVE,10,4,0,0.807163953781128,1144.79243087769,OfferQuit,3,0,12,8,2
