"","Handling","Offer","Choice","RT","Experiment.Time","Block"
"1",2,20,1,2.02114009857178,9.06561899185181,1
"2",2,4,1,2.01963210105896,29.147577047348,1
"3",2,20,1,2.02109384536743,49.2174370288849,1
"4",2,8,1,2.01994204521179,69.3007109165192,1
"5",2,4,1,2.02080321311951,89.3856329917908,1
"6",2,8,1,2.02061891555786,109.519935131073,1
"7",2,8,1,2.01993799209595,129.603130102158,1
"8",2,4,1,2.02022004127502,149.68791103363,1
"9",2,4,1,2.02005290985107,169.77206993103,1
"10",2,20,1,2.01997804641724,189.856169939041,1
"11",2,8,1,2.02117896080017,209.941489934921,1
"12",2,20,1,2.02059292793274,230.025403022766,1
"13",2,4,1,2.0205979347229,250.109602928162,1
"14",2,8,1,2.01995015144348,270.193099021912,1
"15",2,20,1,2.0203230381012,290.278187990189,1
"16",2,8,1,2.0204770565033,310.36363196373,1
"17",2,4,1,2.02027988433838,330.447708129883,1
"18",2,20,1,2.02043104171753,350.532318115234,1
"19",2,20,1,2.02036595344543,370.616440057755,1
"20",2,8,1,2.01999592781067,390.69966506958,1
"21",2,4,1,2.02069401741028,410.785236120224,1
"22",10,4,0,1.01932907104492,436.982908010483,2
"23",10,8,1,10.025249004364,455.106323003769,2
"24",10,4,1,10.0241010189056,475.189227104187,2
"25",10,20,1,10.0243220329285,495.274161100388,2
"26",10,8,1,10.0247430801392,515.358745098114,2
"27",10,20,1,10.0246870517731,535.442865133286,2
"28",10,20,1,10.0244610309601,555.526782989502,2
"29",10,20,1,10.0247399806976,577.846426963806,2
"30",10,4,0,1.01946401596069,588.925775051117,2
"31",10,4,1,10.0244698524475,606.981079101562,2
"32",10,8,1,10.024374961853,627.065652132034,2
"33",10,8,1,10.0248699188232,647.150166034698,2
"34",10,8,1,10.0246770381927,667.234054088593,2
"35",10,4,1,10.0240459442139,687.317529916763,2
"36",10,4,1,10.024924993515,707.402981042862,2
"37",10,8,1,10.024228811264,727.486329078674,2
"38",10,20,1,10.0246789455414,747.571114063263,2
"39",10,20,1,10.0247747898102,767.655533075333,2
"40",10,20,1,10.0242941379547,787.7390229702,2
"41",10,4,1,10.0249061584473,807.824569940567,2
"42",10,8,1,10.0243880748749,827.907485961914,2
"43",10,4,1,10.0243089199066,847.991141080856,2
"44",14,4,1,14.0269908905029,878.812339067459,3
"45",14,4,0,1.0192449092865,885.889329910278,3
"46",14,20,1,14.0267460346222,903.946847915649,3
"47",14,8,1,14.0260789394379,924.030697107315,3
"48",14,8,1,14.0261600017548,944.114927053452,3
"49",14,20,1,14.0260148048401,964.199155092239,3
"50",14,20,1,14.0267109870911,984.284075021744,3
"51",14,8,1,14.0266258716583,1004.36834812164,3
"52",14,20,1,14.0262598991394,1024.45221805573,3
"53",14,4,1,14.0254499912262,1044.53572511673,3
"54",14,4,0,1.01930999755859,1051.61369013786,3
"55",14,8,1,14.027046918869,1069.67176795006,3
"56",14,4,1,14.0257811546326,1089.75495100021,3
"57",14,20,1,14.0268959999084,1109.84023404121,3
"58",14,4,1,14.027410030365,1129.92487311363,3
"59",14,8,1,14.0270798206329,1150.00873303413,3
"60",14,20,1,14.0264720916748,1170.09266400337,3
"61",14,8,1,14.0261731147766,1190.1765730381,3
"62",14,4,1,14.0270161628723,1210.26147699356,3
"63",14,8,1,14.0264511108398,1230.34527897835,3
"64",14,8,1,14.0267021656036,1250.42991399765,3
"65",14,4,1,14.0260779857635,1270.51365709305,3
"66",14,20,1,14.0267770290375,1290.59859895706,3
"67",2,4,1,2.01962900161743,1365.51180911064,4
"68",2,8,1,2.02026700973511,1385.5804810524,4
"69",2,20,1,2.02029895782471,1405.66450214386,4
"70",2,4,1,2.01997900009155,1425.74873209,4
"71",2,8,1,2.02002096176147,1445.83272695541,4
"72",2,20,1,2.02094101905823,1466.01798892021,4
"73",2,4,1,2.02053284645081,1486.1020860672,4
"74",2,20,1,2.01981902122498,1506.18516397476,4
"75",2,8,1,2.01983904838562,1526.26980209351,4
"76",2,20,1,2.01991891860962,1546.35428905487,4
"77",2,8,1,2.02002787590027,1566.43871903419,4
"78",2,4,1,2.0207371711731,1586.52353000641,4
"79",2,8,1,2.01961302757263,1606.60664200783,4
"80",2,4,1,2.02055406570435,1626.6918900013,4
"81",2,20,1,2.0200879573822,1646.77450299263,4
"82",2,8,1,2.02018117904663,1666.84444904327,4
"83",2,4,1,2.02047300338745,1686.9294629097,4
"84",2,20,1,2.02053809165955,1707.01296591759,4
"85",2,8,1,2.02002692222595,1727.09658908844,4
"86",2,4,1,2.02031087875366,1747.18007493019,4
"87",2,4,1,2.01978302001953,1767.26364898682,4
"88",10,4,1,10.0237958431244,1802.36657810211,5
"89",10,4,1,10.0242269039154,1822.45051407814,5
"90",10,20,1,10.0237390995026,1842.53343892097,5
"91",10,20,1,10.0241758823395,1862.61756205559,5
"92",10,8,1,10.0242540836334,1882.70136904716,5
"93",10,8,1,10.0238671302795,1902.7851729393,5
"94",10,8,1,10.0240111351013,1922.86870002747,5
"95",10,20,1,10.0239479541779,1942.9523999691,5
"96",10,4,1,10.0236821174622,1963.03592395782,5
"97",10,20,1,10.0235781669617,1983.1194460392,5
"98",10,8,1,10.0236239433289,2003.20284509659,5
"99",10,4,1,10.0237200260162,2023.28688502312,5
"100",10,4,1,10.0239939689636,2043.48755908012,5
"101",10,4,1,10.0234711170197,2063.57095098495,5
"102",10,8,0,3.99025297164917,2077.6213619709,5
"103",10,20,1,10.0233409404755,2095.67128992081,5
"104",10,8,1,10.0236139297485,2115.75646805763,5
"105",10,20,1,10.0243089199066,2135.84166193008,5
