"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","GRIP",10,4,1,10.020318031311,17.0745379924774,"Reward",1,1
"2","WAIT",10,8,1,10.0163478851318,37.1373918056488,"Reward",1,1
"3","WAIT",10,4,1,10.0164909362793,57.2046208381653,"Reward",1,1
"4","GRIP",10,20,1,10.0196120738983,77.2738399505615,"Reward",1,1
"5","GRIP",10,8,1,10.0356030464172,97.356803894043,"Reward",1,1
"6","WAIT",10,20,1,10.0167679786682,117.421908855438,"Reward",1,1
"7","GRIP",10,4,0,1.75858807563782,127.472160816193,"OfferQuit",1,1
"8","WAIT",10,20,1,10.0169360637665,145.522189855576,"Reward",1,1
"9","WAIT",10,8,1,10.0167319774628,165.589169979095,"Reward",1,1
"10","GRIP",10,8,1,10.0352790355682,185.67459487915,"Reward",1,1
"11","WAIT",10,4,0,1.44495987892151,195.739425897598,"OfferQuit",1,1
"12","GRIP",10,20,1,10.0189797878265,213.791775941849,"Reward",1,1
"13","GRIP",10,8,0,1.77060508728027,223.840358018875,"OfferQuit",1,1
"14","WAIT",10,8,1,10.0168468952179,241.890026807785,"Reward",1,1
"15","GRIP",10,4,0,1.45161604881287,251.940078020096,"OfferQuit",1,1
"16","WAIT",10,4,0,0.316855192184448,260.290699958801,"Quit",1,1
"17","GRIP",10,20,1,10.0354051589966,278.35865187645,"Reward",1,1
"18","WAIT",10,20,1,10.0163519382477,298.423904895782,"Reward",1,1
"19","GRIP",10,4,0,1.29012989997864,308.473832845688,"OfferQuit",1,1
"20","WAIT",10,4,0,1.42730188369751,316.507604837418,"OfferQuit",1,1
"21","GRIP",10,20,1,10.0192511081696,334.559721946716,"Reward",1,1
"22","WAIT",10,8,1,10.016725063324,354.62459397316,"Reward",1,1
"23","WAIT",10,20,1,10.0169131755829,374.691633939743,"Reward",1,1
"24","GRIP",10,8,1,10.0352549552917,394.776520013809,"Reward",1,1
"25","GRIP",10,20,1,10.0350108146667,414.860239982605,"Reward",1,1
"26","COGNITIVE",10,8,2,10.0002369880676,443.809455871582,"Forced Travel",2,0
"27","WAIT",10,8,1,10.0167789459229,461.859043836594,"Reward",2,0
"28","WAIT",10,20,1,10.01691198349,481.942911863327,"Reward",2,0
"29","COGNITIVE",10,4,2,6.00058102607727,497.993485927582,"Forced Travel",2,0
"30","COGNITIVE",10,20,1,10.0009109973907,516.026987791061,"Reward",2,0
"31","WAIT",10,4,0,1.5953311920166,526.076640844345,"OfferQuit",2,0
"32","COGNITIVE",10,20,1,10.002375125885,544.112629890442,"Reward",2,0
"33","WAIT",10,20,1,10.0171329975128,564.177049875259,"Reward",2,0
"34","WAIT",10,4,0,1.88839602470398,574.227175951004,"OfferQuit",2,0
"35","WAIT",10,8,1,10.0170810222626,592.277679920197,"Reward",2,0
"36","COGNITIVE",10,4,0,1.38091588020325,602.327217817307,"OfferQuit",2,0
"37","COGNITIVE",10,8,1,10.0004479885101,620.36155796051,"Reward",2,0
"38","COGNITIVE",10,8,1,10.0000221729279,640.411083936691,"Reward",2,0
"39","WAIT",10,4,0,1.20280885696411,650.544762849808,"OfferQuit",2,0
"40","WAIT",10,8,1,10.0162019729614,668.594928979874,"Reward",2,0
"41","WAIT",10,20,1,10.0166759490967,688.66198182106,"Reward",2,0
"42","COGNITIVE",10,4,0,1.74477910995483,698.711958885193,"OfferQuit",2,0
"43","COGNITIVE",10,20,2,10.0006210803986,716.746007919312,"Forced Travel",2,0
"44","WAIT",10,20,1,10.0167698860168,734.795696020126,"Reward",2,0
"45","COGNITIVE",10,4,0,1.27198910713196,744.845663785934,"OfferQuit",2,0
"46","COGNITIVE",10,20,1,10.0005738735199,762.879853010178,"Reward",2,0
"47","COGNITIVE",10,8,1,10.0016720294952,782.932021856308,"Reward",2,0
"48","WAIT",10,4,0,0.973272085189819,792.979290962219,"OfferQuit",2,0
"49","WAIT",10,8,1,10.0169429779053,811.029939889908,"Reward",2,0
"50","WAIT",10,4,0,1.71705007553101,821.080044984818,"OfferQuit",2,0
"51","WAIT",10,20,1,10.0167789459229,839.13018989563,"Reward",2,0
"52","WAIT",10,8,1,10.0172021389008,869.414044857025,"Reward",3,1
"53","GRIP",10,20,1,10.0360300540924,889.499482870102,"Reward",3,1
"54","GRIP",10,4,0,1.27849793434143,899.547419786453,"OfferQuit",3,1
"55","WAIT",10,4,0,1.27071595191956,907.581210851669,"OfferQuit",3,1
"56","WAIT",10,20,1,10.0168030261993,925.631316900253,"Reward",3,1
"57","GRIP",10,8,1,10.0209820270538,945.701972961426,"Reward",3,1
"58","GRIP",10,8,0,0.348925828933716,956.0972468853,"Quit",3,1
"59","WAIT",10,8,1,10.0166358947754,974.148364782333,"Reward",3,1
"60","WAIT",10,4,0,1.22856998443604,984.198491811752,"OfferQuit",3,1
"61","GRIP",10,20,2,1.02436399459839,993.255951881409,"Forced Travel",3,1
"62","GRIP",10,4,0,1.39684009552002,1001.2821187973,"OfferQuit",3,1
"63","WAIT",10,20,1,10.0172779560089,1019.33235883713,"Reward",3,1
"64","WAIT",10,20,1,10.0167899131775,1039.39923286438,"Reward",3,1
"65","WAIT",10,4,0,1.21557307243347,1049.44927787781,"OfferQuit",3,1
"66","GRIP",10,20,1,10.0355770587921,1067.51835489273,"Reward",3,1
"67","WAIT",10,8,1,10.0174238681793,1087.58301997185,"Reward",3,1
"68","GRIP",10,8,1,10.0199799537659,1107.65283179283,"Reward",3,1
"69","GRIP",10,4,0,1.69857287406921,1117.70011591911,"OfferQuit",3,1
"70","GRIP",10,4,0,0.863020896911621,1125.8336520195,"OfferQuit",3,1
"71","WAIT",10,20,1,10.0171220302582,1143.88375592232,"Reward",3,1
"72","GRIP",10,8,2,1.02464699745178,1154.95850992203,"Forced Travel",3,1
"73","GRIP",10,20,1,10.0200219154358,1173.02052998543,"Reward",3,1
"74","WAIT",10,8,1,10.0171408653259,1193.08427500725,"Reward",3,1
"75","WAIT",10,4,0,1.49431920051575,1203.13436388969,"OfferQuit",3,1
"76","GRIP",10,8,1,10.0222208499908,1221.19017291069,"Reward",3,1
"77","WAIT",10,4,0,0.909598112106323,1231.25112295151,"OfferQuit",3,1
"78","WAIT",10,20,1,10.0167458057404,1249.30162596703,"Reward",3,1
"79","GRIP",10,20,1,10.0193059444427,1269.3706870079,"Reward",3,1
"80","COGNITIVE",10,8,1,10.0012378692627,1580.82269382477,"Reward",4,0
"81","WAIT",10,8,1,10.0171527862549,1600.88914394379,"Reward",4,0
"82","COGNITIVE",10,20,2,10.0008068084717,1620.93985700607,"Forced Travel",4,0
"83","WAIT",10,4,0,1.8006808757782,1628.97236895561,"OfferQuit",4,0
"84","COGNITIVE",10,4,0,1.36004114151001,1637.00623083115,"OfferQuit",4,0
"85","WAIT",10,20,1,10.0170488357544,1655.05632400513,"Reward",4,0
"86","WAIT",10,4,0,1.00653886795044,1665.1065018177,"OfferQuit",4,0
"87","COGNITIVE",10,20,1,10.0016300678253,1683.15805983543,"Reward",4,0
"88","WAIT",10,20,1,10.0171358585358,1703.22359395027,"Reward",4,0
"89","COGNITIVE",10,4,0,0.95633602142334,1713.27347493172,"OfferQuit",4,0
"90","COGNITIVE",10,8,1,10.0006411075592,1731.3077609539,"Reward",4,0
"91","WAIT",10,8,1,10.0168311595917,1751.37420988083,"Reward",4,0
"92","WAIT",10,20,1,10.0170738697052,1771.44111895561,"Reward",4,0
"93","WAIT",10,8,1,10.0165979862213,1791.507833004,"Reward",4,0
"94","COGNITIVE",10,4,0,1.66954112052917,1801.55765485764,"OfferQuit",4,0
"95","WAIT",10,4,0,1.21399092674255,1809.59149599075,"OfferQuit",4,0
"96","COGNITIVE",10,8,2,10.0007560253143,1827.62555885315,"Forced Travel",4,0
"97","COGNITIVE",10,20,1,10.0007600784302,1845.65911793709,"Reward",4,0
"98","WAIT",10,20,1,10.0173628330231,1865.72565698624,"Reward",4,0
"99","WAIT",10,8,1,10.0167081356049,1885.79235887527,"Reward",4,0
"100","COGNITIVE",10,20,2,10.0007410049438,1905.84309792519,"Forced Travel",4,0
"101","COGNITIVE",10,8,1,10.0011360645294,1923.87753081322,"Reward",4,0
"102","COGNITIVE",10,4,0,1.09016394615173,1933.92632389069,"OfferQuit",4,0
"103","WAIT",10,4,1,10.0166869163513,1951.97643899918,"Reward",4,0
"104","WAIT",10,4,1,10.016756772995,1972.04338598251,"Reward",4,0
"105","WAIT",10,8,1,10.0168488025665,1992.22686696053,"Reward",4,0
"106","WAIT",10,20,1,10.0171661376953,2021.02722191811,"Reward",5,1
"107","WAIT",10,4,0,1.97847294807434,2031.07720685005,"OfferQuit",5,1
"108","GRIP",10,4,0,1.68290495872498,2039.11077690125,"OfferQuit",5,1
