10,20,1,0.6775259971618652,1.9999940395355225,446.85586285591125,0,0,2
10,20,1,0.609260082244873,3.999729871749878,448.8555979728699,0,0,6
10,20,1,0.7117578983306885,6.0001749992370605,450.8560428619385,0,0,2
10,20,1,0.7815730571746826,8.000195026397705,452.8560628890991,0,0,5
10,20,1,0.8930759429931641,10.00012493133545,454.85599279403687,0,0,1
10,8,2,0.9963178634643555,2.0004310607910156,515.0735077857971,0,2,2
10,8,1,0.6484279632568359,4.0009870529174805,517.0740637779236,0,2,5
10,8,1,0.7850909233093262,6.000489950180054,519.0735669136047,0,1,2
10,8,1,0.9158620834350586,8.000663995742798,521.0737409591675,0,1,1
10,8,2,0.9961340427398682,10.000574111938477,523.0736508369446,0,2,5
10,8,1,0.5712199211120605,2.0002288818359375,561.2073559761047,0,0,5
10,8,1,0.5198559761047363,4.000557899475098,563.2076849937439,0,1,3
10,8,1,0.5295119285583496,6.000643014907837,565.2077708244324,0,0,4
10,8,1,0.5166809558868408,8.000659942626953,567.2077867984772,0,0,2
10,8,1,0.6505999565124512,10.000165939331055,569.2072927951813,0,0,1
10,20,1,0.8000831604003906,2.00073504447937,645.5756788253784,0,2,6
10,20,1,0.5420329570770264,4.000653028488159,647.5755968093872,0,0,0
10,20,1,0.7158000469207764,6.000694990158081,649.5756387710571,0,1,7
10,20,1,0.7813880443572998,8.000786066055298,651.5757298469543,0,2,6
10,20,1,0.6985690593719482,10.000494956970215,653.5754389762878,0,1,7
10,8,1,0.8164210319519043,2.0004661083221436,673.6594038009644,0,0,7
10,8,1,0.5609610080718994,3.9996449947357178,675.6585829257965,0,0,3
10,8,1,0.5615789890289307,6.000699043273926,677.659637928009,0,1,4
10,8,1,0.7979171276092529,8.000421047210693,679.6593589782715,0,2,2
10,8,1,0.6933581829071045,10.000476121902466,681.6594138145447,0,1,2
10,20,1,0.690385103225708,2.0005991458892822,721.8100728988647,0,1,1
10,20,1,0.5195319652557373,4.00065803527832,723.8101317882538,0,1,3
10,20,1,0.6918458938598633,6.000738143920898,725.810210943222,0,1,7
10,20,1,0.5573809146881104,8.000486135482788,727.8099598884583,0,0,3
10,20,1,0.6178600788116455,10.000756025314331,729.8102297782898,0,0,1
10,8,1,0.5853819847106934,2.0002269744873047,749.8939809799194,0,1,3
10,8,1,0.7173669338226318,4.000247001647949,751.8940007686615,0,0,5
10,8,1,0.6087498664855957,6.00019907951355,753.8939528465271,0,0,4
10,8,1,0.6815690994262695,8.00023603439331,755.8939898014069,0,2,1
10,8,1,0.634674072265625,10.000290870666504,757.8940439224243,0,1,5
10,20,1,0.5831220149993896,2.0173590183258057,826.1617949008942,0,2,4
10,20,1,0.6051681041717529,4.0006489753723145,828.1450848579407,0,0,2
10,20,1,0.5667531490325928,6.000509023666382,830.1449449062347,0,0,1
10,20,1,0.5169909000396729,8.000720024108887,832.1451559066772,0,0,5
10,20,1,0.617279052734375,10.000749826431274,834.1451859474182,0,1,3
10,20,1,0.5864291191101074,2.0003068447113037,1435.7210459709167,0,1,3
10,20,1,0.6486859321594238,4.000434875488281,1437.7211728096008,0,1,2
10,20,1,0.6011538505554199,6.00036096572876,1439.7210998535156,0,0,4
10,20,1,0.8062448501586914,8.000433921813965,1441.7211718559265,0,1,4
10,20,1,0.5460250377655029,10.00026798248291,1443.721007823944,0,0,2
