"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","COGNITIVE",10,4,0,0.521627187728882,7.56142115592957,"Quit",1,0
"2","COGNITIVE",10,20,1,10.0008630752563,25.5915770530701,"Reward",1,0
"3","COGNITIVE",10,8,1,10.0006828308105,45.641496181488,"Reward",1,0
"4","WAIT",10,20,1,10.0170741081238,65.7080299854279,"Reward",1,0
"5","WAIT",10,4,0,1.26086711883545,75.7578790187836,"OfferQuit",1,0
"6","WAIT",10,8,1,10.0166518688202,93.8082501888275,"Reward",1,0
"7","COGNITIVE",10,4,0,0.347743988037109,104.205686092377,"Quit",1,0
"8","COGNITIVE",10,8,1,10.016841173172,122.258736133575,"Reward",1,0
"9","COGNITIVE",10,20,1,10.0008950233459,142.309514045715,"Reward",1,0
"10","WAIT",10,4,0,1.52040910720825,152.358795166016,"OfferQuit",1,0
"11","WAIT",10,20,1,10.0168068408966,170.409191131592,"Reward",1,0
"12","WAIT",10,8,1,10.0168569087982,190.476091146469,"Reward",1,0
"13","WAIT",10,20,1,10.0167272090912,210.542941093445,"Reward",1,0
"14","WAIT",10,4,0,0.620733022689819,220.592844009399,"OfferQuit",1,0
"15","COGNITIVE",10,20,1,10.0009071826935,238.627226114273,"Reward",1,0
"16","WAIT",10,8,1,10.0165250301361,258.693062067032,"Reward",1,0
"17","COGNITIVE",10,4,0,1.67255997657776,268.743366956711,"OfferQuit",1,0
"18","COGNITIVE",10,8,1,10.0007541179657,286.777558088303,"Reward",1,0
"19","WAIT",10,20,1,10.0167860984802,306.843948125839,"Reward",1,0
"20","COGNITIVE",10,20,1,10.0017559528351,326.89599108696,"Reward",1,0
"21","WAIT",10,4,0,0.590672969818115,336.943418979645,"OfferQuit",1,0
"22","COGNITIVE",10,8,1,10.0010149478912,354.978626966476,"Reward",1,0
"23","COGNITIVE",10,4,0,0.579138994216919,365.027744054794,"OfferQuit",1,0
"24","WAIT",10,8,1,10.0170910358429,383.078261137009,"Reward",1,0
"25","WAIT",10,8,1,10.0168249607086,403.145143985748,"Reward",1,0
"26","COGNITIVE",10,8,1,10.0006320476532,423.19574713707,"Reward",1,0
"27","WAIT",10,8,1,10.0167188644409,449.445547103882,"Reward",2,1
"28","GRIP",10,8,1,10.0209720134735,469.516251087189,"Reward",2,1
"29","GRIP",10,4,0,0.406786918640137,479.562513113022,"OfferQuit",2,1
"30","GRIP",10,20,1,10.0203669071198,497.616753101349,"Reward",2,1
