"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","WAIT",10,8,1,10.0171480178833,17.0658869743347,"Reward",1,1
"2","GRIP",10,4,1,10.0340988636017,37.1496629714966,"Reward",1,1
"3","WAIT",10,20,1,10.016294002533,57.2160539627075,"Reward",1,1
"4","WAIT",10,4,1,10.0164449214935,77.2833898067474,"Reward",1,1
"5","GRIP",10,8,2,0.128958940505981,87.4623429775238,"Forced Travel",1,1
"6","GRIP",10,20,1,10.0234708786011,105.52370595932,"Reward",1,1
"7","WAIT",10,20,1,10.0165610313416,125.600651979446,"Reward",1,1
"8","WAIT",10,8,1,10.0166239738464,145.734261989594,"Reward",1,1
"9","GRIP",10,4,1,10.0343899726868,165.818254947662,"Reward",1,1
"10","WAIT",10,4,1,10.0169558525085,185.884845972061,"Reward",1,1
"11","GRIP",10,20,1,10.0241148471832,205.958806991577,"Reward",1,1
"12","GRIP",10,8,1,10.0194551944733,226.038411855698,"Reward",1,1
"13","GRIP",10,8,1,10.0303061008453,246.115886926651,"Reward",1,1
"14","WAIT",10,4,1,10.0174059867859,266.186288833618,"Reward",1,1
"15","WAIT",10,20,1,10.0166590213776,286.253024816513,"Reward",1,1
"16","GRIP",10,20,1,10.0239319801331,306.327102899551,"Reward",1,1
"17","GRIP",10,4,1,10.0334341526031,326.42120885849,"Reward",1,1
"18","WAIT",10,8,1,10.0183618068695,346.488405942917,"Reward",1,1
"19","GRIP",10,4,2,1.03531694412231,357.572943925858,"Forced Travel",1,1
"20","WAIT",10,8,1,10.0177941322327,375.62215089798,"Reward",1,1
"21","GRIP",10,8,1,10.0118999481201,395.683102846146,"Reward",1,1
"22","WAIT",10,20,1,10.0171401500702,415.754927873611,"Reward",1,1
"23","WAIT",10,8,1,10.0165779590607,444.788643836975,"Reward",2,0
"24","COGNITIVE",10,20,2,6.0013599395752,460.83914399147,"Forced Travel",2,0
"25","WAIT",10,4,1,10.0173609256744,478.889050006866,"Reward",2,0
