"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","COGNITIVE",10,8,2,10.0005609989166,17.0440769195557,"Forced Travel",1,0
"2","COGNITIVE",10,4,1,10.0003049373627,35.0773799419403,"Reward",1,0
"3","WAIT",10,20,1,10.0168409347534,55.1438848972321,"Reward",1,0
"4","COGNITIVE",10,20,0,1.19430804252625,65.1935369968414,"OfferQuit",1,0
"5","WAIT",10,4,1,10.0173962116241,83.2442569732666,"Reward",1,0
"6","WAIT",10,8,1,10.0166459083557,103.310920000076,"Reward",1,0
"7","WAIT",10,20,1,10.0164530277252,123.377795934677,"Reward",1,0
"8","COGNITIVE",10,8,1,10.0005588531494,143.47820186615,"Reward",1,0
"9","WAIT",10,4,0,1.68576812744141,153.527590990067,"OfferQuit",1,0
"10","COGNITIVE",10,4,0,1.07321095466614,161.561446905136,"OfferQuit",1,0
"11","WAIT",10,8,1,10.0163538455963,179.611489057541,"Reward",1,0
"12","COGNITIVE",10,20,2,4.00046396255493,193.662191867828,"Forced Travel",1,0
"13","COGNITIVE",10,8,1,10.0003950595856,211.695515871048,"Reward",1,0
"14","WAIT",10,4,0,1.30946493148804,221.745404958725,"OfferQuit",1,0
"15","WAIT",10,20,1,10.0162529945374,239.795415878296,"Reward",1,0
"16","COGNITIVE",10,4,0,1.39588189125061,249.844874858856,"OfferQuit",1,0
"17","COGNITIVE",10,20,1,9.99987578392029,267.87917304039,"Reward",1,0
"18","WAIT",10,8,1,10.0166990756989,287.945697069168,"Reward",1,0
"19","COGNITIVE",10,8,1,10.0010900497437,307.996476888657,"Reward",1,0
"20","WAIT",10,4,0,0.903756141662598,318.045889854431,"OfferQuit",1,0
"21","WAIT",10,8,1,10.0163350105286,336.096101045609,"Reward",1,0
"22","COGNITIVE",10,20,1,10.0002548694611,356.146717071533,"Reward",1,0
"23","COGNITIVE",10,4,0,1.03468298912048,366.196295022964,"OfferQuit",1,0
"24","WAIT",10,20,1,10.0168838500977,384.2461810112,"Reward",1,0
"25","WAIT",10,20,1,10.0162739753723,404.313044071198,"Reward",1,0
"26","COGNITIVE",10,4,1,10.0006091594696,424.364120960236,"Reward",1,0
"27","WAIT",10,4,1,10.0170161724091,451.463825941086,"Reward",2,1
"28","WAIT",10,8,0,0.0661678314208984,461.58016705513,"Quit",2,1
"29","GRIP",10,4,1,10.0258188247681,479.639410018921,"Reward",2,1
"30","GRIP",10,8,1,10.02205991745,499.719570875168,"Reward",2,1
"31","GRIP",10,20,1,10.0228970050812,519.803726911545,"Reward",2,1
"32","WAIT",10,20,1,10.0165660381317,539.881052970886,"Reward",2,1
"33","WAIT",10,8,0,1.05638098716736,549.931222915649,"OfferQuit",2,1
"34","WAIT",10,4,0,0.873471975326538,557.964513063431,"OfferQuit",2,1
"35","GRIP",10,20,1,10.0216898918152,576.019641876221,"Reward",2,1
"36","GRIP",10,8,0,1.3974130153656,586.081577062607,"OfferQuit",2,1
"37","WAIT",10,20,1,10.0168030261993,604.131726026535,"Reward",2,1
"38","GRIP",10,4,1,10.0229489803314,624.271060943604,"Reward",2,1
"39","WAIT",10,4,1,10.016674041748,644.348702907562,"Reward",2,1
"40","GRIP",10,4,0,1.06306099891663,654.398601055145,"OfferQuit",2,1
"41","WAIT",10,20,1,10.0163869857788,672.448596000671,"Reward",2,1
"42","GRIP",10,20,1,10.0067048072815,692.50466299057,"Reward",2,1
"43","GRIP",10,8,0,0.777610063552856,702.565692901611,"OfferQuit",2,1
"44","WAIT",10,8,1,10.016569852829,720.616100072861,"Reward",2,1
"45","GRIP",10,20,1,10.0213952064514,740.687376976013,"Reward",2,1
"46","GRIP",10,8,0,1.17867112159729,750.749605894089,"OfferQuit",2,1
"47","WAIT",10,20,1,10.0168519020081,768.79976606369,"Reward",2,1
"48","GRIP",10,4,1,10.0218269824982,788.871562004089,"Reward",2,1
"49","WAIT",10,8,1,10.0173120498657,808.950109004974,"Reward",2,1
"50","WAIT",10,4,0,1.46663093566895,819.000228881836,"OfferQuit",2,1
"51","WAIT",10,8,1,10.0167589187622,837.050399065018,"Reward",2,1
"52","WAIT",10,20,1,10.0167729854584,857.117203950882,"Reward",2,1
"53","COGNITIVE",10,8,1,10.0010681152344,883.90119099617,"Reward",3,0
"54","WAIT",10,4,0,0.850044965744019,893.950569868088,"OfferQuit",3,0
"55","COGNITIVE",10,20,1,10.0005710124969,911.984638929367,"Reward",3,0
"56","COGNITIVE",10,4,0,1.08180499076843,922.034460067749,"OfferQuit",3,0
"57","WAIT",10,8,1,10.0168559551239,940.084585905075,"Reward",3,0
"58","WAIT",10,20,1,10.0167050361633,960.151448965073,"Reward",3,0
"59","COGNITIVE",10,20,2,6.00026106834412,976.201670885086,"Forced Travel",3,0
"60","WAIT",10,8,1,10.0168950557709,994.251759052277,"Reward",3,0
"61","COGNITIVE",10,8,1,10.0011699199677,1014.30260705948,"Reward",3,0
"62","COGNITIVE",10,4,0,0.823554039001465,1024.35179591179,"OfferQuit",3,0
"63","WAIT",10,20,1,10.016697883606,1042.40196990967,"Reward",3,0
"64","WAIT",10,4,0,0.851830959320068,1052.45222091675,"OfferQuit",3,0
"65","WAIT",10,8,1,10.0170359611511,1070.50225687027,"Reward",3,0
"66","COGNITIVE",10,20,1,10.0004000663757,1090.55291700363,"Reward",3,0
"67","COGNITIVE",10,4,0,0.876396894454956,1100.60270190239,"OfferQuit",3,0
"68","WAIT",10,4,1,10.0166449546814,1118.75276184082,"Reward",3,0
"69","COGNITIVE",10,8,1,10.0013771057129,1138.80349898338,"Reward",3,0
"70","WAIT",10,20,1,10.0167570114136,1158.86968994141,"Reward",3,0
"71","COGNITIVE",10,8,0,1.25838279724121,1168.91977500916,"OfferQuit",3,0
"72","WAIT",10,8,1,10.0167620182037,1186.97012495995,"Reward",3,0
"73","WAIT",10,20,1,10.0169289112091,1207.03691887856,"Reward",3,0
"74","COGNITIVE",10,20,1,10.0010600090027,1227.08759784698,"Reward",3,0
"75","COGNITIVE",10,4,0,1.12414598464966,1237.13716006279,"OfferQuit",3,0
"76","WAIT",10,4,1,10.0164308547974,1255.1871240139,"Reward",3,0
"77","COGNITIVE",10,4,0,1.22149705886841,1265.23709797859,"OfferQuit",3,0
"78","COGNITIVE",10,8,2,10.0008161067963,1283.27174496651,"Forced Travel",3,0
"79","GRIP",10,4,1,10.0214800834656,1354.40917491913,"Reward",4,1
"80","GRIP",10,8,0,0.998008012771606,1364.47160387039,"OfferQuit",4,1
"81","WAIT",10,20,1,10.0166518688202,1382.52183485031,"Reward",4,1
"82","GRIP",10,20,1,10.0219910144806,1402.59367990494,"Reward",4,1
"83","WAIT",10,8,0,1.66742992401123,1412.65485906601,"OfferQuit",4,1
"84","WAIT",10,4,0,0.91008996963501,1420.68857192993,"OfferQuit",4,1
"85","WAIT",10,8,0,0.533312797546387,1428.72222185135,"OfferQuit",4,1
