"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","WAIT",10,20,1,10.0177748203278,17.0720369815826,"Reward",1,1
"2","GRIP",10,20,1,10.0311160087585,37.1534638404846,"Reward",1,1
"3","GRIP",10,4,0,1.36846089363098,47.2062978744507,"OfferQuit",1,1
"4","WAIT",10,4,1,10.0169050693512,65.2569539546967,"Reward",1,1
"5","GRIP",10,8,1,10.019642829895,85.3263919353485,"Reward",1,1
"6","WAIT",10,8,1,10.0172419548035,105.391697883606,"Reward",1,1
"7","GRIP",10,8,2,7.95675992965698,123.39821100235,"Forced Travel",1,1
"8","WAIT",10,8,0,0.937514066696167,131.475641012192,"OfferQuit",1,1
"9","WAIT",10,4,0,0.591808080673218,139.50928902626,"OfferQuit",1,1
"10","GRIP",10,20,1,10.0194427967072,157.561681985855,"Reward",1,1
"11","WAIT",10,20,1,10.0171000957489,177.627184867859,"Reward",1,1
"12","GRIP",10,4,0,0.553073883056641,187.677353858948,"OfferQuit",1,1
"13","WAIT",10,8,1,10.0171518325806,205.728127002716,"Reward",1,1
"14","GRIP",10,20,1,10.0194849967957,225.797410011292,"Reward",1,1
"15","GRIP",10,4,0,0.752925872802734,235.845613956451,"OfferQuit",1,1
"16","WAIT",10,20,1,10.0171759128571,253.896440029144,"Reward",1,1
"17","WAIT",10,4,0,0.671079158782959,263.946583032608,"OfferQuit",1,1
"18","GRIP",10,8,1,10.0344579219818,282.014430999756,"Reward",1,1
"19","GRIP",10,8,2,0.144073963165283,292.208149909973,"Forced Travel",1,1
"20","GRIP",10,4,0,0.906705141067505,300.231085062027,"OfferQuit",1,1
"21","WAIT",10,4,0,0.556843996047974,308.264624834061,"OfferQuit",1,1
"22","WAIT",10,8,1,10.0179491043091,326.315440893173,"Reward",1,1
"23","WAIT",10,20,1,10.0171580314636,346.382575035095,"Reward",1,1
"24","GRIP",10,20,1,10.0304861068726,366.463271856308,"Reward",1,1
"25","WAIT",10,8,1,10.0170719623566,386.533838033676,"Reward",1,1
"26","GRIP",10,8,1,10.0301561355591,406.614408969879,"Reward",1,1
"27","WAIT",10,20,1,10.0172779560089,426.685296058655,"Reward",1,1
"28","COGNITIVE",10,20,1,10.000983953476,452.819784879684,"Reward",2,0
"29","WAIT",10,20,1,10.0170438289642,472.886471033096,"Reward",2,0
