"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","COGNITIVE",10,8,2,8.00109601020813,15.0466859340668,"Forced Travel",1,0
"2","WAIT",10,4,0,3.01968598365784,26.0984928607941,"Quit",1,0
"3","COGNITIVE",10,4,1,10.0006241798401,44.1303029060364,"Reward",1,0
"4","WAIT",10,8,1,10.0168418884277,64.1966819763184,"Reward",1,0
"5","COGNITIVE",10,20,1,10.0005960464478,84.2472839355469,"Reward",1,0
"6","WAIT",10,20,1,10.0169179439545,104.31373000145,"Reward",1,0
"7","COGNITIVE",10,8,1,10.001042842865,124.364408016205,"Reward",1,0
"8","COGNITIVE",10,20,1,10.0007529258728,144.46458697319,"Reward",1,0
"9","WAIT",10,4,0,0.470005035400391,154.5141248703,"OfferQuit",1,0
"10","WAIT",10,20,1,10.016706943512,172.564352989197,"Reward",1,0
"11","COGNITIVE",10,4,0,0.982940912246704,182.613886833191,"OfferQuit",1,0
"12","WAIT",10,8,1,10.0168569087982,200.66466999054,"Reward",1,0
"13","COGNITIVE",10,4,0,0.847416162490845,210.714303970337,"OfferQuit",1,0
"14","WAIT",10,8,1,10.0165441036224,228.764593839645,"Reward",1,0
"15","COGNITIVE",10,8,1,10.0007920265198,248.815564870834,"Reward",1,0
"16","WAIT",10,4,0,0.495276927947998,258.865303993225,"OfferQuit",1,0
"17","WAIT",10,20,1,10.016725063324,276.915391921997,"Reward",1,0
"18","COGNITIVE",10,20,1,10.0013949871063,296.96680688858,"Reward",1,0
"19","COGNITIVE",10,4,0,0.575968980789185,307.015536785126,"OfferQuit",1,0
"20","COGNITIVE",10,20,1,10.0005011558533,325.049639940262,"Reward",1,0
"21","COGNITIVE",10,8,1,9.99994611740112,345.099473953247,"Reward",1,0
"22","WAIT",10,8,1,10.0168180465698,365.166224002838,"Reward",1,0
"23","WAIT",10,4,0,0.873094081878662,375.21623301506,"OfferQuit",1,0
"24","WAIT",10,20,1,10.0167701244354,393.266177892685,"Reward",1,0
"25","COGNITIVE",10,8,1,10.0006549358368,413.317161798477,"Reward",1,0
"26","WAIT",10,20,1,10.0170130729675,439.933633804321,"Reward",2,1
"27","WAIT",10,4,0,0.906666994094849,449.983680963516,"OfferQuit",2,1
"28","GRIP",10,4,0,0.661762952804565,458.017459869385,"OfferQuit",2,1
"29","GRIP",10,20,1,10.0279150009155,476.078485965729,"Reward",2,1
"30","GRIP",10,8,1,10.0336689949036,496.167917966843,"Reward",2,1
"31","WAIT",10,8,0,1.32622098922729,506.217520952225,"OfferQuit",2,1
"32","WAIT",10,8,0,0.496061086654663,514.25130200386,"OfferQuit",2,1
"33","GRIP",10,20,1,10.0338990688324,532.318262815475,"Reward",2,1
"34","WAIT",10,20,1,10.0168371200562,552.384342908859,"Reward",2,1
"35","GRIP",10,8,0,0.25262188911438,562.686550855637,"Quit",2,1
"36","GRIP",10,4,0,0.934587955474854,570.718225955963,"OfferQuit",2,1
"37","WAIT",10,4,0,0.661658048629761,578.751977920532,"OfferQuit",2,1
"38","WAIT",10,20,1,10.0160300731659,596.801427841187,"Reward",2,1
"39","GRIP",10,20,1,10.0232870578766,616.941465854645,"Reward",2,1
"40","GRIP",10,8,1,10.0204129219055,637.022588968277,"Reward",2,1
"41","WAIT",10,8,1,10.0166821479797,657.102006912231,"Reward",2,1
"42","GRIP",10,4,0,0.434554815292358,667.15220284462,"OfferQuit",2,1
"43","WAIT",10,4,0,0.763645887374878,675.185637950897,"OfferQuit",2,1
"44","GRIP",10,20,1,10.033891916275,693.25307393074,"Reward",2,1
"45","WAIT",10,20,1,10.0172448158264,713.319711923599,"Reward",2,1
"46","WAIT",10,8,1,10.016961812973,733.38641500473,"Reward",2,1
"47","WAIT",10,4,0,0.822223901748657,743.436515808105,"OfferQuit",2,1
"48","GRIP",10,4,0,0.651365041732788,751.470072984695,"OfferQuit",2,1
"49","GRIP",10,8,1,10.032830953598,769.535946846008,"Reward",2,1
"50","GRIP",10,4,0,0.911266088485718,779.58701300621,"OfferQuit",2,1
"51","GRIP",10,20,1,10.0337660312653,797.65439081192,"Reward",2,1
"52","WAIT",10,20,1,10.0165338516235,817.720547914505,"Reward",2,1
"53","WAIT",10,4,0,0.475359916687012,827.771155834198,"OfferQuit",2,1
"54","WAIT",10,8,1,10.0168559551239,845.820881843567,"Reward",2,1
"55","COGNITIVE",10,20,1,10.0000638961792,871.821230888367,"Reward",3,0
"56","COGNITIVE",10,4,0,0.464468002319336,881.871344804764,"OfferQuit",3,0
"57","WAIT",10,4,0,0.596872091293335,889.904523849487,"OfferQuit",3,0
"58","COGNITIVE",10,8,1,10.0013651847839,907.939646959305,"Reward",3,0
"59","WAIT",10,20,1,10.0164680480957,928.004851818085,"Reward",3,0
"60","WAIT",10,8,1,10.0167500972748,948.071834802628,"Reward",3,0
"61","WAIT",10,20,1,10.0163531303406,968.13831782341,"Reward",3,0
"62","WAIT",10,4,0,0.914125919342041,978.189243793488,"OfferQuit",3,0
"63","COGNITIVE",10,20,1,9.99997305870056,996.222437858582,"Reward",3,0
"64","COGNITIVE",10,4,0,0.66373610496521,1006.27231097221,"OfferQuit",3,0
"65","WAIT",10,8,0,1.06052279472351,1014.30548882484,"OfferQuit",3,0
"66","COGNITIVE",10,8,0,0.822037935256958,1022.33903479576,"OfferQuit",3,0
"67","WAIT",10,20,1,10.0161609649658,1040.38906598091,"Reward",3,0
"68","WAIT",10,4,0,0.744518041610718,1050.43918180466,"OfferQuit",3,0
"69","WAIT",10,8,0,1.30359411239624,1058.4726729393,"OfferQuit",3,0
"70","COGNITIVE",10,20,1,10.0011610984802,1076.50699591637,"Reward",3,0
"71","COGNITIVE",10,8,0,0.769707202911377,1086.55619883537,"OfferQuit",3,0
"72","COGNITIVE",10,4,0,0.569055080413818,1094.58971595764,"OfferQuit",3,0
"73","WAIT",10,20,1,10.0164330005646,1112.64004397392,"Reward",3,0
"74","WAIT",10,8,0,0.767860889434814,1122.69004297256,"OfferQuit",3,0
"75","COGNITIVE",10,4,0,0.69511604309082,1130.72309398651,"OfferQuit",3,0
"76","WAIT",10,4,0,0.753505945205688,1138.7569258213,"OfferQuit",3,0
"77","COGNITIVE",10,8,1,10.0009779930115,1156.79091787338,"Reward",3,0
"78","COGNITIVE",10,20,1,10.0001380443573,1176.8407227993,"Reward",3,0
"79","WAIT",10,20,1,10.0168709754944,1196.90752887726,"Reward",3,0
"80","COGNITIVE",10,20,1,10.000403881073,1216.95789599419,"Reward",3,0
"81","COGNITIVE",10,8,0,0.907455921173096,1227.00761079788,"OfferQuit",3,0
"82","WAIT",10,4,0,0.465368032455444,1235.04034686089,"OfferQuit",3,0
"83","WAIT",10,8,0,0.926688194274902,1243.07399988174,"OfferQuit",3,0
"84","COGNITIVE",10,4,0,0.595911026000977,1251.10743880272,"OfferQuit",3,0
"85","COGNITIVE",10,20,1,10.016969203949,1269.15874195099,"Reward",3,0
"86","GRIP",10,20,1,10.0257349014282,1307.71692180634,"Reward",4,1
"87","WAIT",10,20,1,10.0165510177612,1327.79175400734,"Reward",4,1
"88","WAIT",10,8,1,10.0168170928955,1347.85893988609,"Reward",4,1
"89","WAIT",10,4,0,0.433702945709229,1357.90908288956,"OfferQuit",4,1
"90","GRIP",10,8,0,0.976967096328735,1365.94239282608,"OfferQuit",4,1
"91","GRIP",10,4,0,0.572517871856689,1373.97602081299,"OfferQuit",4,1
"92","GRIP",10,20,1,10.0349860191345,1392.04417586327,"Reward",4,1
"93","WAIT",10,4,0,0.901139974594116,1402.09269380569,"OfferQuit",4,1
"94","GRIP",10,8,0,1.0263819694519,1410.12613487244,"OfferQuit",4,1
"95","WAIT",10,8,0,0.449760913848877,1418.15959095955,"OfferQuit",4,1
"96","WAIT",10,20,1,10.0163178443909,1436.20945501328,"Reward",4,1
"97","GRIP",10,4,0,0.689345121383667,1446.25981688499,"OfferQuit",4,1
"98","GRIP",10,4,0,0.764652967453003,1454.29334378242,"OfferQuit",4,1
"99","GRIP",10,8,1,10.0337901115417,1472.35996389389,"Reward",4,1
"100","WAIT",10,4,0,1.56766605377197,1482.41008901596,"OfferQuit",4,1
"101","WAIT",10,8,1,10.0169191360474,1500.46044683456,"Reward",4,1
"102","GRIP",10,20,1,10.0337929725647,1520.54419994354,"Reward",4,1
"103","WAIT",10,20,1,10.0167789459229,1540.61070299149,"Reward",4,1
"104","GRIP",10,4,0,1.1680269241333,1550.66081190109,"OfferQuit",4,1
"105","WAIT",10,8,0,1.64799904823303,1558.69417595863,"OfferQuit",4,1
"106","GRIP",10,20,1,10.0234799385071,1576.75110197067,"Reward",4,1
"107","WAIT",10,4,0,1.1424081325531,1586.81110286713,"OfferQuit",4,1
"108","WAIT",10,20,1,10.016517162323,1604.86110687256,"Reward",4,1
"109","GRIP",10,8,0,1.15423583984375,1614.91077280045,"OfferQuit",4,1
"110","WAIT",10,4,0,0.705666065216064,1622.94480991364,"OfferQuit",4,1
"111","GRIP",10,8,0,1.3030800819397,1630.97823596001,"OfferQuit",4,1
"112","GRIP",10,20,1,10.0253059864044,1649.03713297844,"Reward",4,1
"113","WAIT",10,20,1,10.0168578624725,1669.22870492935,"Reward",4,1
"114","GRIP",10,4,0,0.646281957626343,1679.27872300148,"OfferQuit",4,1
"115","WAIT",10,8,0,0.945158004760742,1687.3121099472,"OfferQuit",4,1
"116","GRIP",10,8,0,0.911493062973022,1695.34583878517,"OfferQuit",4,1
"117","WAIT",10,4,0,1.03189706802368,1703.37893295288,"OfferQuit",4,1
"118","WAIT",10,20,1,10.0167939662933,1727.24593782425,"Reward",5,0
"119","WAIT",10,4,0,0.73958683013916,1737.2959048748,"OfferQuit",5,0
"120","WAIT",10,8,0,1.34755301475525,1745.32945990562,"OfferQuit",5,0
"121","COGNITIVE",10,20,1,10.0009369850159,1763.36367678642,"Reward",5,0
"122","COGNITIVE",10,8,0,1.35617899894714,1773.41285181046,"OfferQuit",5,0
"123","COGNITIVE",10,4,0,1.00690889358521,1781.44645380974,"OfferQuit",5,0
"124","COGNITIVE",10,20,1,10.0004940032959,1799.4804289341,"Reward",5,0
"125","WAIT",10,20,1,10.0165090560913,1819.54650092125,"Reward",5,0
"126","WAIT",10,8,0,1.1345751285553,1829.59671783447,"OfferQuit",5,0
"127","WAIT",10,4,0,0.917098045349121,1837.63022279739,"OfferQuit",5,0
"128","COGNITIVE",10,8,0,1.28226399421692,1845.66320681572,"OfferQuit",5,0
"129","COGNITIVE",10,4,0,0.773483037948608,1853.69728684425,"OfferQuit",5,0
"130","WAIT",10,8,0,1.0361270904541,1861.73045086861,"OfferQuit",5,0
"131","WAIT",10,20,1,10.0167889595032,1879.78071594238,"Reward",5,0
"132","WAIT",10,4,0,0.677864074707031,1889.83070683479,"OfferQuit",5,0
"133","COGNITIVE",10,20,2,8.00095009803772,1905.86481785774,"Forced Travel",5,0
"134","COGNITIVE",10,4,0,0.809957027435303,1913.89770579338,"OfferQuit",5,0
"135","COGNITIVE",10,8,1,10.0006928443909,1931.93170499802,"Reward",5,0
"136","WAIT",10,4,0,0.848772048950195,1941.98126888275,"OfferQuit",5,0
"137","COGNITIVE",10,20,1,10.0006809234619,1960.01536297798,"Reward",5,0
"138","COGNITIVE",10,4,0,0.720524072647095,1970.06493091583,"OfferQuit",5,0
"139","WAIT",10,8,1,10.0164620876312,1988.11479783058,"Reward",5,0
