"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","GRIP",10,8,2,2.52480506896973,9.56536793708801,"Forced Travel",1,1
"2","GRIP",10,20,1,10.0193979740143,27.6103539466858,"Reward",1,1
"3","WAIT",10,8,1,10.0172550678253,47.6749699115753,"Reward",1,1
"4","WAIT",10,4,1,10.0167200565338,67.7417690753937,"Reward",1,1
"5","GRIP",10,4,0,1.25310492515564,77.7919669151306,"OfferQuit",1,1
"6","WAIT",10,20,1,10.016695022583,95.8423869609833,"Reward",1,1
"7","WAIT",10,8,1,10.0168280601501,115.909614086151,"Reward",1,1
"8","WAIT",10,20,1,10.017040014267,136.042989969254,"Reward",1,1
"9","GRIP",10,4,0,1.01622486114502,146.092875957489,"OfferQuit",1,1
"10","GRIP",10,8,1,10.0307371616364,164.158123970032,"Reward",1,1
"11","WAIT",10,4,1,10.0166101455688,184.22687792778,"Reward",1,1
"12","GRIP",10,20,1,10.0358760356903,204.312759876251,"Reward",1,1
"13","WAIT",10,4,1,10.016979932785,224.37789607048,"Reward",1,1
"14","WAIT",10,20,1,10.0168280601501,244.445004940033,"Reward",1,1
"15","WAIT",10,8,1,10.0164089202881,264.512003898621,"Reward",1,1
"16","GRIP",10,8,0,1.25139117240906,274.561481952667,"OfferQuit",1,1
"17","GRIP",10,4,0,0.747480869293213,282.595994949341,"OfferQuit",1,1
"18","GRIP",10,20,1,10.0227589607239,300.651525020599,"Reward",1,1
"19","WAIT",10,4,1,10.0175569057465,320.729767084122,"Reward",1,1
"20","GRIP",10,8,1,10.0232138633728,340.803087949753,"Reward",1,1
"21","WAIT",10,8,1,10.016988992691,360.880599021912,"Reward",1,1
"22","WAIT",10,20,1,10.0171661376953,380.947434902191,"Reward",1,1
"23","GRIP",10,4,0,1.15759015083313,390.997629880905,"OfferQuit",1,1
"24","GRIP",10,20,1,10.0191640853882,409.050453901291,"Reward",1,1
"25","COGNITIVE",10,8,1,10.0013589859009,436.300080060959,"Reward",2,0
"26","WAIT",10,4,1,10.0167889595032,456.365478992462,"Reward",2,0
"27","WAIT",10,8,1,10.0168130397797,476.432563066483,"Reward",2,0
"28","WAIT",10,20,1,10.0159950256348,496.498697042465,"Reward",2,0
"29","COGNITIVE",10,20,1,10.0020849704742,516.551723957062,"Reward",2,0
"30","COGNITIVE",10,4,2,8.0164270401001,534.617431879044,"Forced Travel",2,0
"31","WAIT",10,4,0,1.14234709739685,542.650246858597,"OfferQuit",2,0
"32","WAIT",10,20,1,10.0169408321381,560.700914859772,"Reward",2,0
"33","COGNITIVE",10,4,0,1.60927200317383,570.750769853592,"OfferQuit",2,0
"34","COGNITIVE",10,20,1,10.0007131099701,588.785069942474,"Reward",2,0
"35","COGNITIVE",10,8,1,10.0004169940948,608.83543586731,"Reward",2,0
"36","WAIT",10,8,1,10.0166862010956,628.901849985123,"Reward",2,0
"37","COGNITIVE",10,20,1,10.0009191036224,648.952877998352,"Reward",2,0
"38","COGNITIVE",10,8,1,10.0005338191986,669.003229856491,"Reward",2,0
"39","WAIT",10,20,1,10.0175180435181,689.06976890564,"Reward",2,0
