"Handling","Reward","Choice","RT","Experiment.Time","Block"
10,8,1,10.0223100185394,17.0747787952423,1
10,4,1,10.0220589637756,37.1583988666534,1
10,4,1,10.0241010189056,57.2443737983704,1
10,20,1,10.0229389667511,77.3271479606628,1
10,20,1,10.0240840911865,97.4118988513947,1
10,8,1,10.0278370380402,117.499166965485,1
10,8,1,10.0200400352478,137.575066804886,1
10,8,1,10.0253210067749,157.663998842239,1
10,4,1,10.0220239162445,177.744827985764,1
10,20,1,10.0204000473022,197.826633930206,1
10,4,0,0.0964069366455078,207.986429929733,1
10,20,1,10.0223820209503,226.095930814743,1
10,4,0,0.128546953201294,236.28572177887,1
10,8,1,10.0178890228271,254.341653823853,1
10,20,1,10.018935918808,274.408679008484,1
10,8,1,10.0206620693207,294.477878808975,1
10,4,0,1.02093195915222,305.564418792725,1
10,20,1,10.0221869945526,323.615219831467,1
10,8,1,10.0269219875336,343.704170942307,1
10,4,0,0.144520998001099,353.905694007874,1
10,4,0,0.0813648700714111,362.025270938873,1
10,8,1,10.0221080780029,380.082441806793,1
10,20,1,10.0185778141022,400.161978960037,1
10,20,1,10.0193700790405,420.231331825256,1
14,4,0,1.02216696739197,438.765757799149,2
14,20,1,14.0297701358795,456.823875904083,2
14,8,1,14.033716917038,476.911290884018,2
14,8,1,14.0301640033722,496.991686820984,2
14,20,1,14.0247030258179,517.06952881813,2
14,4,0,0.191372156143188,523.320294857025,2
14,4,0,1.02018094062805,528.364573955536,2
14,20,1,14.029629945755,546.425261974335,2
14,8,1,14.0272181034088,566.506326913834,2
14,8,1,14.0321819782257,586.595065832138,2
14,20,1,14.0316061973572,606.67830991745,2
14,4,0,1.78680396080017,614.517249822617,2
14,8,1,14.027419090271,632.574669837952,2
14,20,1,14.0316958427429,652.661510944366,2
14,20,1,14.0267848968506,672.741306781769,2
14,4,0,1.02058219909668,679.818990945816,2
14,8,1,14.0258600711823,697.874117851257,2
14,4,0,1.01967215538025,704.951778888702,2
14,4,0,1.01976108551025,710.00227189064,2
14,20,1,14.0307559967041,728.06289100647,2
14,8,1,14.0321419239044,748.149297952652,2
14,8,1,14.0302081108093,768.231635808945,2
14,4,0,1.01985597610474,775.304477930069,2
14,20,1,14.028913974762,793.363420963287,2
14,8,1,14.0243158340454,813.443110942841,2
14,20,1,14.0194368362427,833.520998954773,2
14,8,1,14.022451877594,853.608066797256,2
2,4,1,2.02302503585815,868.341037988663,3
2,20,1,2.02205395698547,888.423903942108,3
2,8,1,2.02145004272461,908.50687289238,3
2,8,1,2.02076506614685,928.590042829514,3
2,4,1,2.02316379547119,948.675823926926,3
2,20,1,2.02188205718994,968.758534908295,3
2,20,1,2.0219419002533,988.842158794403,3
2,8,1,2.02156090736389,1008.99199295044,3
2,4,1,2.02208209037781,1029.07649183273,3
2,20,1,2.02439713478088,1049.16242980957,3
2,8,1,2.02309799194336,1069.24497079849,3
2,4,1,2.02107882499695,1089.32658195496,3
2,20,1,2.02169585227966,1109.41093993187,3
2,4,1,2.02143907546997,1129.49424290657,3
2,8,1,2.02312397956848,1149.57959198952,3
2,4,1,2.02517986297607,1169.66716194153,3
2,20,1,2.0223069190979,1189.747371912,3
2,8,1,2.02220392227173,1209.83158183098,3
2,4,1,2.02203106880188,1229.915143013,3
2,8,1,2.02194786071777,1249.99798798561,3
2,4,1,2.02251720428467,1270.08300089836,3
10,8,1,10.0195350646973,1555.13237786293,4
10,20,1,10.0232861042023,1575.20386981964,4
10,4,0,0.894986152648926,1586.15973687172,4
10,8,1,10.0327210426331,1604.23038291931,4
10,4,0,1.01934695243835,1615.3007838726,4
10,20,1,10.0218548774719,1633.35348796844,4
10,20,1,10.0232839584351,1653.43858981133,4
10,20,1,10.0230648517609,1673.6054019928,4
10,4,0,1.0207188129425,1684.68655395508,4
10,8,1,10.0251049995422,1702.74112582207,4
10,4,0,1.02128005027771,1713.82085084915,4
10,8,1,10.0249819755554,1731.87483000755,4
10,8,1,10.0195801258087,1751.95316886902,4
10,4,0,1.01974201202393,1763.03702998161,4
10,20,1,10.0222609043121,1781.10646295547,4
10,8,0,0.20663595199585,1791.37459397316,4
10,4,0,1.02181100845337,1800.42307281494,4
10,20,1,10.0321621894836,1818.48377490044,4
10,8,1,10.0187921524048,1838.55398988724,4
10,20,1,10.0173060894012,1858.6214017868,4
10,4,0,1.02045202255249,1869.70814800262,4
10,8,1,10.0313560962677,1887.76929879189,4
10,20,1,10.0201988220215,1907.85790991783,4
10,4,0,1.02017307281494,1918.94199180603,4
10,20,1,10.0215749740601,1936.99307799339,4
10,8,1,10.0229170322418,1957.07870078087,4
14,20,1,14.0265209674835,1987.46397781372,5
14,4,0,1.02137899398804,1994.54285693169,5
14,8,1,14.0248591899872,2012.59626483917,5
14,4,0,1.02175498008728,2019.67675900459,5
14,8,1,14.0212888717651,2037.72663593292,5
14,20,1,14.026074886322,2057.81476187706,5
14,8,1,14.0278151035309,2077.90056586266,5
14,8,1,14.0250799655914,2097.9814889431,5
14,20,1,14.022145986557,2118.06213188171,5
14,20,1,14.0263669490814,2138.15005087852,5
14,4,0,1.02057814598083,2145.22808384895,5
14,4,0,1.02142190933228,2150.27916479111,5
14,8,1,14.0289430618286,2168.33659887314,5
14,20,1,14.0258891582489,2188.41726589203,5
14,8,1,14.0225942134857,2208.49760890007,5
14,4,0,1.02093601226807,2215.57979297638,5
14,20,1,14.0194139480591,2233.62825584412,5
14,4,0,1.0192859172821,2240.69526696205,5
14,4,0,1.02094507217407,2245.74705195427,5
14,20,1,14.0281820297241,2263.80414199829,5
14,8,1,14.0255289077759,2283.88629579544,5
14,4,0,1.02009081840515,2290.96517896652,5
14,8,1,14.0310020446777,2309.02679991722,5
14,20,1,14.0284910202026,2329.10743880272,5
14,4,0,1.02215504646301,2336.18469882011,5
14,20,1,14.0272009372711,2354.23931479454,5
14,4,0,1.01863193511963,2361.31493282318,5
14,8,0,0.0505819320678711,2365.39662599564,5
14,20,1,14.0322639942169,2383.46113491058,5
2,4,1,2.02399682998657,2398.11887192726,6
2,4,1,2.02149820327759,2418.2002799511,6
2,8,1,2.02094507217407,2438.28358078003,6
2,20,1,2.02244210243225,2458.36877989769,6
2,20,1,2.0223400592804,2478.45230698586,6
2,8,1,2.02179503440857,2498.53545999527,6
2,20,1,2.02274680137634,2518.63669395447,6
2,8,1,2.02403497695923,2538.72174096107,6
2,8,1,2.02132511138916,2558.91945290565,6
2,4,1,2.02078700065613,2579.00242495537,6
2,20,1,2.02233695983887,2599.08783197403,6
2,4,1,2.02297806739807,2619.17129778862,6
2,20,1,2.02294898033142,2639.25571680069,6
2,8,1,2.02094793319702,2659.33754301071,6
2,4,1,2.02239608764648,2679.42254900932,6
2,20,1,2.02310609817505,2699.50737285614,6
2,8,1,2.02315092086792,2719.59250283241,6
2,4,1,2.02209806442261,2739.67498588562,6
2,8,1,2.02377104759216,2759.75998687744,6
2,20,1,2.02238607406616,2779.84017586708,6
2,4,1,2.02282190322876,2799.9269258976,6
