"Handling","Reward","Choice","RT","Experiment.Time","Block"
2,4,1,2.02625799179077,9.07981204986572,1
2,20,1,2.01932501792908,29.1567900180817,1
2,4,1,2.01962399482727,49.2401728630066,1
2,8,1,2.01944398880005,69.306599855423,1
2,8,1,2.01982021331787,89.3905839920044,1
2,20,1,2.01950597763062,109.523330926895,1
2,20,1,2.01948189735413,129.590008020401,1
2,20,1,2.01959991455078,149.656777858734,1
2,8,1,2.01930904388428,169.723146915436,1
2,4,1,2.01954293251038,189.790220975876,1
2,4,1,2.01937985420227,209.873089075089,1
2,8,1,2.01961517333984,229.940171957016,1
2,20,1,2.01965498924255,250.006499052048,1
2,8,1,2.01943206787109,270.089915990829,1
2,4,1,2.01933407783508,290.173470020294,1
2,8,1,2.01973795890808,310.24209189415,1
2,20,1,2.02057003974915,330.326379060745,1
2,4,1,2.01978588104248,350.407720088959,1
2,8,1,2.02026796340942,370.49259185791,1
2,4,1,2.02131605148315,390.576972961426,1
2,8,1,2.02807903289795,410.667011976242,1
10,4,1,10.0240211486816,445.694140911102,2
10,4,1,10.0260310173035,465.779599905014,2
10,20,1,10.0237290859222,485.927609920502,2
10,8,1,10.0243999958038,506.011533021927,2
10,20,1,10.0242829322815,526.094726085663,2
10,8,1,10.0243709087372,546.178291082382,2
10,8,1,10.024689912796,566.261852025986,2
10,8,1,10.0246429443359,586.345000982285,2
10,4,1,10.027086019516,606.430336952209,2
10,4,1,10.0242538452148,626.511126995087,2
10,20,1,10.0240840911865,646.594310045242,2
10,20,1,10.0274820327759,666.681216955185,2
10,4,1,10.0173881053925,686.754477977753,2
10,8,1,10.0239298343658,706.827950000763,2
10,20,1,10.0241589546204,726.911012887955,2
10,20,1,10.024053812027,746.99627995491,2
10,8,1,10.0237920284271,767.078650951385,2
10,4,1,10.0221560001373,787.160995960236,2
10,4,1,10.0236620903015,807.245787858963,2
10,8,1,10.0164229869843,827.321249961853,2
10,20,1,10.0275928974152,847.399765014648,2
14,20,1,14.0262930393219,881.396184921265,3
14,4,1,14.0261960029602,901.479512929916,3
