"","Handling","Offer","Choice","RT","Experiment.Time","Block"
"1",14,20,1,14.0165538787842,21.0612010955811,1
"2",14,4,0,0.585587024688721,27.696692943573,1
"3",14,8,0,0.436035871505737,32.1639940738678,1
"4",14,4,0,0.501380920410156,36.6966879367828,1
"5",14,8,0,0.78624701499939,41.5138211250305,1
"6",14,20,1,14.0158989429474,59.5609080791473,1
"7",14,20,1,14.0166409015656,79.6279420852661,1
"8",14,8,0,0.584481000900269,86.2636380195618,1
"9",14,8,0,0.467633008956909,90.7635049819946,1
"10",14,4,0,0.450834035873413,95.2466790676117,1
"11",14,20,1,14.0153248310089,113.294547080994,1
"12",14,4,0,0.317366123199463,119.663269042969,1
"13",14,8,0,0.432241916656494,124.128137111664,1
"14",14,8,0,0.301038026809692,128.463453054428,1
"15",14,20,1,14.0153479576111,146.511139154434,1
"16",14,4,0,0.284323930740356,152.846790075302,1
"17",14,20,1,14.0153961181641,170.894396066666,1
"18",14,4,0,0.3508460521698,177.296474933624,1
"19",14,20,1,14.0153980255127,195.344325065613,1
"20",14,4,0,0.367690086364746,201.763343095779,1
"21",14,20,1,14.01522397995,219.810919046402,1
"22",14,8,0,0.417772054672241,226.27988910675,1
"23",14,4,0,0.384339094161987,230.696001052856,1
"24",14,8,0,0.468905925750732,235.196725130081,1
"25",14,8,0,0.367645978927612,239.596468925476,1
"26",14,8,0,0.350682020187378,243.979603052139,1
"27",14,4,0,0.384076118469238,248.396388053894,1
"28",14,4,0,0.317152976989746,252.745522975922,1
"29",14,20,1,14.0157377719879,270.794150114059,1
"30",14,20,1,14.0155549049377,290.860736131668,1
"31",14,20,1,14.0155189037323,310.927372932434,1
"32",14,8,0,0.350925922393799,317.329651117325,1
"33",14,8,0,0.484537839889526,321.84627199173,1
"34",14,4,0,0.484147071838379,326.362843990326,1
"35",14,20,1,14.0153851509094,344.410629034042,1
"36",14,4,0,0.500370025634766,350.962126970291,1
"37",14,8,0,0.517377853393555,355.512640953064,1
"38",14,8,0,0.399287223815918,359.944251060486,1
"39",14,20,1,14.0155720710754,377.993896961212,1
"40",14,20,1,14.016331911087,398.060398101807,1
"41",14,4,0,0.58227801322937,404.69406414032,1
"42",14,4,0,0.401325941085815,409.129351139069,1
"43",14,8,0,0.401334047317505,413.562529087067,1
"44",14,20,1,14.0156061649323,431.610414028168,1
"45",10,4,0,0.433692932128906,444.728986978531,2
"46",10,20,1,10.0155959129333,462.77704501152,2
"47",10,8,1,10.0153889656067,482.843644142151,2
"48",10,20,1,10.0155889987946,502.910253047943,2
"49",10,4,0,0.351068019866943,513.312757015228,2
"50",10,8,1,10.0153980255127,531.360194921494,2
"51",10,8,1,10.0153682231903,551.426829099655,2
"52",10,20,1,10.0153210163116,571.493472099304,2
"53",10,8,1,10.0149908065796,591.560069084167,2
"54",10,20,1,10.0156440734863,611.626691102982,2
"55",10,4,0,0.451089859008789,622.129059076309,2
"56",10,4,0,0.401412963867188,630.562315940857,2
"57",10,8,1,10.0153360366821,648.609915018082,2
"58",10,8,1,10.0161020755768,668.67656493187,2
"59",10,20,1,10.0154719352722,688.743149995804,2
"60",10,4,0,0.434396028518677,699.22886300087,2
"61",10,4,0,0.58232593536377,707.843346118927,2
"62",10,20,1,10.0153579711914,725.893090009689,2
"63",10,4,0,0.367403030395508,736.312058925629,2
"64",10,4,0,0.450037002563477,744.794415950775,2
"65",10,20,1,10.0152199268341,762.842960119247,2
"66",10,8,1,10.0153639316559,782.909616947174,2
"67",10,8,1,10.0151901245117,802.976191043854,2
"68",10,20,1,10.0153799057007,823.042835950851,2
"69",10,20,1,10.0156328678131,843.109457969666,2
"70",10,8,1,10.0153210163116,863.176110029221,2
"71",2,4,1,2.01505017280579,881.159434080124,3
"72",2,8,1,2.01540017127991,901.225994110107,3
"73",2,20,1,2.0150830745697,921.29248714447,3
"74",2,4,1,2.01535201072693,941.359210968018,3
"75",2,20,1,2.01546502113342,961.425868034363,3
"76",2,8,1,2.01533317565918,981.492491006851,3
"77",2,4,1,2.01537203788757,1001.55913305283,3
"78",2,8,1,2.01537799835205,1021.62577199936,3
"79",2,8,1,2.01532602310181,1041.69233012199,3
"80",2,4,1,2.01533198356628,1061.75898194313,3
"81",2,20,1,2.01516103744507,1081.82553100586,3
"82",2,20,1,2.01540017127991,1101.89220809937,3
"83",2,20,1,2.01570701599121,1121.95891213417,3
"84",2,4,1,2.01533508300781,1142.02544403076,3
"85",2,8,1,2.01539301872253,1162.09207010269,3
"86",2,4,1,2.01347684860229,1182.15879392624,3
"87",2,8,1,2.01515793800354,1202.22619915009,3
"88",2,20,1,2.01439785957336,1222.29204010963,3
"89",2,8,1,2.01454615592957,1242.35876202583,3
"90",2,20,1,2.01440596580505,1262.42528104782,3
"91",2,4,1,2.01433205604553,1282.49188303947,3
"92",14,20,1,14.0151481628418,1325.47500705719,4
"93",14,4,0,0.367372989654541,1331.89353013039,4
"94",14,8,0,0.451037883758545,1336.37731099129,4
"95",14,20,1,14.0152180194855,1354.4249920845,4
"96",14,4,0,0.334589004516602,1360.81071400642,4
"97",14,8,0,0.367769002914429,1365.21071600914,4
"98",14,4,0,0.516892910003662,1369.75979113579,4
"99",14,20,1,14.0153658390045,1387.8083190918,4
"100",14,8,0,0.717581987380981,1394.57718896866,4
"101",14,20,1,14.0152840614319,1412.6249730587,4
"102",14,4,0,0.434149026870728,1419.11032795906,4
"103",14,8,0,0.317893028259277,1423.46076893806,4
"104",14,20,1,14.015233039856,1441.50826215744,4
"105",14,8,0,0.334417104721069,1447.89386105537,4
"106",14,8,0,0.350953102111816,1452.27709102631,4
"107",14,20,1,14.015233039856,1470.32490706444,4
"108",14,4,0,0.284404039382935,1476.66057109833,4
"109",14,4,0,0.301006078720093,1480.99386906624,4
"110",14,8,0,0.333826065063477,1485.36004805565,4
