"Handling","Reward","Choice","RT","Experiment.Time","Block"
14,20,1,14.0152130126953,21.0720689296722,1
14,20,1,14.0153398513794,41.1386620998383,1
14,8,0,1.95040488243103,49.1400151252747,1
14,4,0,2.71749496459961,55.890419960022,1
14,4,0,0.517260074615479,60.4406869411469,1
14,8,1,14.0156719684601,78.4885160923004,1
14,20,1,14.014997959137,98.5547609329224,1
14,8,1,14.0153119564056,118.621803998947,1
14,4,0,0.367098093032837,125.040168046951,1
14,20,1,14.0153920650482,143.088429927826,1
14,8,1,14.0156090259552,163.15505695343,1
14,4,0,0.367913961410522,169.590631961823,1
14,20,1,14.0152101516724,187.638024091721,1
14,4,0,0.301378011703491,193.990828037262,1
14,8,1,14.0149819850922,212.037925958633,1
14,8,0,0.518083095550537,218.60732793808,1
14,20,1,14.0149099826813,236.654549121857,1
14,4,0,0.451184034347534,243.157345056534,1
14,8,0,0.583936929702759,247.77309513092,1
14,8,0,0.317265033721924,252.12314414978,1
14,4,0,0.849459171295166,257.005150079727,1
14,4,0,0.450226068496704,261.48991394043,1
14,20,1,14.0152518749237,279.538169145584,1
14,20,1,14.0155498981476,299.604855060577,1
14,4,0,0.267469882965088,305.923541069031,1
14,4,0,0.317713022232056,310.273812055588,1
14,8,0,0.351538181304932,314.657211065292,1
14,8,0,0.300865173339844,318.990415096283,1
14,20,1,14.0155830383301,337.038182973862,1
14,20,1,14.0155289173126,357.104718923569,1
14,8,0,0.317561864852905,363.473418951035,1
14,8,0,0.267259120941162,367.773597002029,1
14,4,0,0.28410792350769,372.089756011963,1
14,4,0,0.300289869308472,376.423066139221,1
14,20,1,14.0153949260712,394.471326112747,1
14,20,1,14.0152812004089,414.537590026855,1
10,4,0,0.533366918563843,427.239553928375,2
10,8,1,10.015606880188,445.287953138351,2
10,4,0,0.801230192184448,456.140330076218,2
10,8,1,10.0151419639587,474.187487125397,2
10,20,1,10.0150189399719,494.254174947739,2
10,20,1,10.0145959854126,514.320749998093,2
10,8,1,10.0156488418579,534.387406110764,2
10,8,0,1.41747999191284,545.856359958649,2
10,20,1,10.015734910965,563.904366970062,2
10,4,0,0.484204053878784,574.440145969391,2
10,4,0,0.38410496711731,582.856812000275,2
10,20,1,10.0152149200439,600.903937101364,2
10,4,0,0.350164890289307,611.305702924728,2
10,8,1,10.015554189682,629.353950023651,2
10,20,1,10.0151429176331,649.420903921127,2
10,4,0,0.467926979064941,659.939836978912,2
10,8,0,0.684743881225586,668.656677961349,2
10,20,1,10.0156080722809,686.704208135605,2
10,4,0,0.367696046829224,697.123158931732,2
10,8,0,0.36824893951416,705.523460149765,2
10,20,1,10.0154509544373,723.57080411911,2
10,4,0,0.650895833969116,734.273239135742,2
10,20,1,10.0155789852142,752.320743083954,2
10,8,0,0.567444086074829,762.939258098602,2
10,8,0,0.46794605255127,771.43993806839,2
10,4,0,0.467890977859497,779.939779043198,2
10,8,0,0.417487859725952,788.38926410675,2
10,20,1,10.015508890152,806.437331914902,2
10,4,0,0.300601959228516,816.789062976837,2
10,20,1,10.0151159763336,834.836928129196,2
2,8,1,2.0149130821228,852.820235013962,3
2,4,1,2.01538705825806,876.108109951019,3
2,4,1,2.01505613327026,896.174338102341,3
2,8,1,2.01553702354431,916.241313934326,3
2,20,1,2.01711702346802,936.308388948441,3
2,20,1,2.01519513130188,956.374526023865,3
2,20,1,2.01534008979797,976.441190958023,3
2,20,1,2.01538300514221,996.507836103439,3
2,8,1,2.01534008979797,1016.57446599007,3
2,4,1,2.01535391807556,1036.64113712311,3
2,8,1,2.01510095596313,1056.70744109154,3
2,4,1,2.01537108421326,1076.77444696426,3
2,20,1,2.01554298400879,1096.84098410606,3
2,20,1,2.01537203788757,1116.90765404701,3
2,4,1,2.01506805419922,1136.9739780426,3
2,8,1,2.01451086997986,1157.04109406471,3
2,8,1,2.0140221118927,1177.10775399208,3
2,4,1,2.01429605484009,1197.17434692383,3
2,8,1,2.01403212547302,1217.24099898338,3
2,20,1,2.01443791389465,1237.30763697624,3
2,4,1,2.01420402526855,1257.37421894073,3
14,8,1,14.0158340930939,1301.22398495674,4
14,20,1,14.0155968666077,1321.29070711136,4
14,4,0,0.317344188690186,1327.65933609009,4
14,4,0,0.367277145385742,1332.05941510201,4
14,8,0,0.301131010055542,1336.3930580616,4
14,20,1,14.0157539844513,1354.44072294235,4
14,8,0,0.251060962677002,1360.74259901047,4
14,20,1,14.0151028633118,1378.79020214081,4
14,4,0,0.284745931625366,1385.12623500824,4
14,20,1,14.0156741142273,1403.17387199402,4
14,4,0,0.350974082946777,1409.57617807388,4
14,8,0,0.365932941436768,1413.97440195084,4
14,4,0,0.38369083404541,1418.39204692841,4
14,20,1,14.0150980949402,1436.44010901451,4
14,8,0,0.317455053329468,1442.80921602249,4
14,20,1,14.0155551433563,1460.85712599754,4
14,4,0,0.300631999969482,1467.20892691612,4
14,8,0,0.26813006401062,1471.50968503952,4
14,4,0,0.317831993103027,1475.85947203636,4
14,20,1,14.0155220031738,1493.90707612038,4
14,8,0,0.434343099594116,1500.39271903038,4
14,20,1,14.0152359008789,1518.44030809402,4
14,8,0,0.301567077636719,1524.79264998436,4
14,4,0,0.284427881240845,1529.10922694206,4
14,4,0,0.3005690574646,1533.44238209724,4
14,8,0,0.499319076538086,1537.97417998314,4
14,8,0,0.650368928909302,1542.65858197212,4
14,20,1,14.0157198905945,1560.70702409744,4
14,20,1,14.0154669284821,1580.77359414101,4
14,4,0,0.151122093200684,1586.97598004341,4
14,20,1,14.0155789852142,1605.0235581398,4
14,8,0,0.417598962783813,1611.49240398407,4
14,4,0,0.449359893798828,1615.97421598434,4
14,4,0,0.466868162155151,1620.47523999214,4
14,8,0,0.450732946395874,1624.95882797241,4
14,20,1,14.0152750015259,1643.0064561367,4
14,4,0,0.367831945419312,1649.47590303421,4
