"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","WAIT",10,4,0,0.652487993240356,7.69866895675659,"Quit",1,0
"2","COGNITIVE",10,4,1,10.0009009838104,25.730633020401,"Reward",1,0
"3","WAIT",10,8,1,10.0169570446014,45.7968940734863,"Reward",1,0
"4","COGNITIVE",10,20,1,10.0009560585022,65.8475339412689,"Reward",1,0
"5","WAIT",10,20,1,10.0168478488922,85.9139630794525,"Reward",1,0
"6","COGNITIVE",10,8,1,10.0003130435944,105.964272022247,"Reward",1,0
"7","WAIT",10,8,1,10.0165729522705,126.030711889267,"Reward",1,0
"8","COGNITIVE",10,4,0,1.50735712051392,136.130625009537,"OfferQuit",1,0
"9","COGNITIVE",10,8,1,10.0007560253143,154.16520190239,"Reward",1,0
"10","WAIT",10,20,1,10.0168812274933,174.231698989868,"Reward",1,0
"11","COGNITIVE",10,20,1,10.0008680820465,194.282572984695,"Reward",1,0
"12","WAIT",10,4,0,1.83638691902161,204.331989049911,"OfferQuit",1,0
"13","WAIT",10,4,0,1.58048701286316,212.365382909775,"OfferQuit",1,0
"14","COGNITIVE",10,20,1,10.0009350776672,230.399646997452,"Reward",1,0
"15","WAIT",10,20,1,10.0168261528015,250.465760946274,"Reward",1,0
"16","COGNITIVE",10,4,0,1.4129638671875,260.515852928162,"OfferQuit",1,0
"17","COGNITIVE",10,8,1,10.0016357898712,278.550955057144,"Reward",1,0
"18","WAIT",10,8,1,10.0169041156769,298.616293907166,"Reward",1,0
"19","WAIT",10,4,0,1.14307618141174,308.666317939758,"OfferQuit",1,0
"20","COGNITIVE",10,8,1,10.000972032547,326.700721025467,"Reward",1,0
"21","WAIT",10,8,0,0.519349098205566,337.269155979156,"Quit",1,0
"22","COGNITIVE",10,20,1,10.000659942627,355.300780057907,"Reward",1,0
"23","COGNITIVE",10,4,0,1.35571479797363,365.350455999374,"OfferQuit",1,0
"24","WAIT",10,20,1,10.0175719261169,383.400616884232,"Reward",1,0
"25","WAIT",10,4,0,1.24041795730591,393.450506925583,"OfferQuit",1,0
"26","COGNITIVE",10,4,0,1.25266098976135,401.484205961227,"OfferQuit",1,0
"27","WAIT",10,8,1,10.016743183136,419.534440994263,"Reward",1,0
"28","GRIP",10,20,1,10.0243740081787,445.975775003433,"Reward",2,1
"29","WAIT",10,8,1,10.017578125,466.051573038101,"Reward",2,1
"30","GRIP",10,8,0,1.18253397941589,476.10094499588,"OfferQuit",2,1
"31","WAIT",10,20,1,10.0165820121765,494.151506900787,"Reward",2,1
"32","WAIT",10,4,0,1.23414707183838,504.202394962311,"OfferQuit",2,1
"33","GRIP",10,4,0,1.12359404563904,512.235805034637,"OfferQuit",2,1
