"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","WAIT",10,20,0,2.75175809860229,9.80500102043152,"Quit",1,0
"2","WAIT",10,4,0,1.29350090026855,17.8366520404816,"OfferQuit",1,0
"3","COGNITIVE",10,4,1,10.0018661022186,35.8720381259918,"Reward",1,0
"4","COGNITIVE",10,20,2,4.00165390968323,49.9221580028534,"Forced Travel",1,0
"5","WAIT",10,8,1,10.0165860652924,67.9705250263214,"Reward",1,0
"6","COGNITIVE",10,8,1,10.0178880691528,88.0380830764771,"Reward",1,0
"7","WAIT",10,20,1,10.0169761180878,108.104510068893,"Reward",1,0
"8","COGNITIVE",10,8,1,10.002121925354,128.156323194504,"Reward",1,0
"9","COGNITIVE",10,20,1,10.0006809234619,148.20543718338,"Reward",1,0
"10","COGNITIVE",10,4,0,1.91463685035706,158.255374193192,"OfferQuit",1,0
"11","WAIT",10,4,1,10.0166368484497,176.305343151093,"Reward",1,0
"12","WAIT",10,8,0,1.48689603805542,186.355470180511,"OfferQuit",1,0
"13","WAIT",10,4,0,0.756515979766846,194.388626098633,"OfferQuit",1,0
"14","COGNITIVE",10,20,1,10.000629901886,212.422821044922,"Reward",1,0
"15","WAIT",10,8,0,1.95123291015625,222.472478151321,"OfferQuit",1,0
"16","COGNITIVE",10,4,0,1.14839100837708,230.505141973495,"OfferQuit",1,0
"17","COGNITIVE",10,8,1,10.0015149116516,248.541038990021,"Reward",1,0
"18","WAIT",10,20,1,10.0169360637665,268.606333017349,"Reward",1,0
"19","COGNITIVE",10,20,2,10.0007569789886,288.657050132751,"Forced Travel",1,0
"20","COGNITIVE",10,4,2,8.00050187110901,304.690567970276,"Forced Travel",1,0
"21","WAIT",10,8,1,10.0171449184418,322.74032998085,"Reward",1,0
"22","WAIT",10,4,0,0.771070957183838,332.790641069412,"OfferQuit",1,0
"23","WAIT",10,20,1,10.0162961483002,350.840614080429,"Reward",1,0
"24","COGNITIVE",10,8,1,10.0013029575348,370.891561031342,"Reward",1,0
"25","WAIT",10,4,0,0.906336784362793,380.941125154495,"OfferQuit",1,0
"26","COGNITIVE",10,20,1,10.0019309520721,398.976134061813,"Reward",1,0
"27","COGNITIVE",10,4,0,0.910139083862305,409.024741172791,"OfferQuit",1,0
"28","WAIT",10,8,0,0.937982082366943,417.058091163635,"OfferQuit",1,0
"29","WAIT",10,4,0,1.95051407814026,432.808226108551,"OfferQuit",2,1
"30","GRIP",10,20,1,10.0208389759064,450.862101078033,"Reward",2,1
"31","GRIP",10,8,0,1.80856680870056,460.925446033478,"OfferQuit",2,1
"32","WAIT",10,20,1,10.0169570446014,478.975440979004,"Reward",2,1
"33","WAIT",10,8,0,1.43782997131348,489.025011062622,"OfferQuit",2,1
"34","GRIP",10,4,1,10.020467042923,507.079164981842,"Reward",2,1
"35","GRIP",10,20,1,10.020308971405,527.162656068802,"Reward",2,1
"36","GRIP",10,4,0,1.14440417289734,537.209696054459,"OfferQuit",2,1
"37","WAIT",10,8,0,1.09586906433105,545.242649078369,"OfferQuit",2,1
"38","WAIT",10,20,1,10.0162830352783,563.292994976044,"Reward",2,1
