"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","WAIT",10,20,1,10.0174360275269,17.060693025589,"Reward",1,1
"2","GRIP",10,20,1,10.0267269611359,37.1374568939209,"Reward",1,1
"3","GRIP",10,8,1,10.0227179527283,57.2170639038086,"Reward",1,1
"4","WAIT",10,8,1,10.0168950557709,77.294636964798,"Reward",1,1
"5","GRIP",10,4,1,10.0223209857941,97.366415977478,"Reward",1,1
"6","WAIT",10,4,1,10.0167911052704,117.444988965988,"Reward",1,1
"7","GRIP",10,8,1,10.0291249752045,137.524149894714,"Reward",1,1
"8","WAIT",10,4,0,1.98109912872314,147.578654050827,"OfferQuit",1,1
"9","WAIT",10,8,1,10.0166840553284,165.678822040558,"Reward",1,1
"10","WAIT",10,20,1,10.0166430473328,185.745661973953,"Reward",1,1
"11","GRIP",10,20,1,10.0239689350128,205.81972193718,"Reward",1,1
"12","GRIP",10,4,1,10.024973154068,225.904490947723,"Reward",1,1
"13","GRIP",10,8,1,10.0256760120392,245.988475084305,"Reward",1,1
"14","WAIT",10,20,1,10.0171818733215,266.06304693222,"Reward",1,1
"15","GRIP",10,20,1,10.0205669403076,286.133377075195,"Reward",1,1
"16","WAIT",10,8,1,10.0163130760193,306.196804046631,"Reward",1,1
"17","WAIT",10,4,0,1.75630497932434,316.246865987778,"OfferQuit",1,1
"18","GRIP",10,4,1,10.0228099822998,334.303306102753,"Reward",1,1
"19","GRIP",10,4,0,1.71160292625427,344.364114046097,"OfferQuit",1,1
"20","GRIP",10,20,1,10.0219960212708,362.41926407814,"Reward",1,1
"21","WAIT",10,8,1,10.0171639919281,382.497525930405,"Reward",1,1
"22","GRIP",10,8,1,10.022528886795,402.57044005394,"Reward",1,1
"23","WAIT",10,4,0,1.96917700767517,412.631097078323,"OfferQuit",1,1
"24","WAIT",10,4,1,10.0166039466858,437.864713907242,"Reward",2,0
"25","WAIT",10,20,1,10.0168402194977,457.931437015533,"Reward",2,0
"26","COGNITIVE",10,4,2,6.00128602981567,473.98294711113,"Forced Travel",2,0
"27","COGNITIVE",10,20,1,9.99994111061096,492.015305042267,"Reward",2,0
"28","COGNITIVE",10,8,1,10.0005548000336,512.065879106522,"Reward",2,0
"29","WAIT",10,8,1,10.0173029899597,532.132743120193,"Reward",2,0
"30","COGNITIVE",10,20,1,10.0004019737244,552.182864904404,"Reward",2,0
"31","COGNITIVE",10,4,1,10.0001580715179,572.232856988907,"Reward",2,0
"32","WAIT",10,4,1,10.0174667835236,592.299432039261,"Reward",2,0
"33","COGNITIVE",10,8,1,10.0007150173187,612.350195884705,"Reward",2,0
"34","WAIT",10,20,1,10.016597032547,632.416390895844,"Reward",2,0
"35","WAIT",10,8,1,10.0163059234619,652.483416080475,"Reward",2,0
"36","WAIT",10,4,0,1.08926582336426,662.533288955688,"OfferQuit",2,0
"37","COGNITIVE",10,8,1,10.0006709098816,680.567532062531,"Reward",2,0
"38","COGNITIVE",10,4,0,0.879561901092529,690.684235095978,"OfferQuit",2,0
"39","WAIT",10,20,1,10.016932964325,708.734000921249,"Reward",2,0
"40","WAIT",10,8,1,10.0165581703186,728.800822019577,"Reward",2,0
"41","COGNITIVE",10,20,1,10.0020132064819,748.852853059769,"Reward",2,0
"42","WAIT",10,4,0,1.10425186157227,758.901082038879,"OfferQuit",2,0
"43","COGNITIVE",10,8,1,10.0007591247559,776.935101985931,"Reward",2,0
"44","WAIT",10,20,1,10.0167639255524,797.001483917236,"Reward",2,0
"45","WAIT",10,8,1,10.0166049003601,817.068330049515,"Reward",2,0
"46","COGNITIVE",10,20,1,10.0006918907166,837.119048118591,"Reward",2,0
"47","GRIP",10,8,1,10.0219638347626,863.423943996429,"Reward",3,1
"48","GRIP",10,20,1,10.0212230682373,883.506944894791,"Reward",3,1
"49","WAIT",10,4,0,1.67465686798096,893.552335977554,"OfferQuit",3,1
"50","GRIP",10,4,1,10.0216329097748,911.607624053955,"Reward",3,1
"51","WAIT",10,20,1,10.01731300354,931.669450998306,"Reward",3,1
"52","WAIT",10,8,1,10.0165371894836,951.736268997192,"Reward",3,1
"53","GRIP",10,8,1,10.021292924881,971.807601928711,"Reward",3,1
"54","WAIT",10,20,1,10.0168352127075,991.869996070862,"Reward",3,1
"55","GRIP",10,20,1,10.0252120494843,1011.94535088539,"Reward",3,1
"56","WAIT",10,8,1,10.0164909362793,1032.02008891106,"Reward",3,1
"57","WAIT",10,4,0,1.64283084869385,1042.07054591179,"OfferQuit",3,1
"58","GRIP",10,4,0,1.78358912467957,1050.10413002968,"OfferQuit",3,1
"59","GRIP",10,4,0,1.02248406410217,1058.13725090027,"OfferQuit",3,1
"60","GRIP",10,20,1,10.0249071121216,1076.19591593742,"Reward",3,1
