"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","WAIT",10,8,1,10.0170059204102,17.0595860481262,"Reward",1,0
"2","COGNITIVE",10,20,2,6.00037312507629,33.1099870204926,"Forced Travel",1,0
"3","WAIT",10,4,1,10.0175838470459,51.1598310470581,"Reward",1,0
"4","COGNITIVE",10,4,1,10.0010828971863,71.210501909256,"Reward",1,0
"5","COGNITIVE",10,8,1,10.0004119873047,91.2605559825897,"Reward",1,0
"6","WAIT",10,20,1,10.0176179409027,111.326972961426,"Reward",1,0
"7","COGNITIVE",10,4,1,10.0023679733276,131.379025936127,"Reward",1,0
"8","COGNITIVE",10,20,2,8.00183296203613,149.495809078217,"Forced Travel",1,0
"9","COGNITIVE",10,8,2,8.00034499168396,165.527760982513,"Forced Travel",1,0
"10","WAIT",10,20,1,10.0173439979553,183.577544927597,"Reward",1,0
"11","WAIT",10,8,1,10.0166840553284,203.644375085831,"Reward",1,0
"12","WAIT",10,4,1,10.0168390274048,223.711204051971,"Reward",1,0
"13","COGNITIVE",10,4,1,10.0006341934204,243.76181602478,"Reward",1,0
"14","WAIT",10,4,1,10.0169620513916,263.828288078308,"Reward",1,0
"15","COGNITIVE",10,20,1,10.0172719955444,283.895454883575,"Reward",1,0
"16","COGNITIVE",10,8,2,8.00143218040466,301.946578025818,"Forced Travel",1,0
"17","WAIT",10,8,1,10.0167829990387,319.99538898468,"Reward",1,0
"18","WAIT",10,20,1,10.0164501667023,340.062213897705,"Reward",1,0
"19","COGNITIVE",10,20,1,10.0007591247559,360.112962007523,"Reward",1,0
"20","WAIT",10,4,1,10.0169079303741,380.179193019867,"Reward",1,0
"21","COGNITIVE",10,4,1,10.0020089149475,400.23111987114,"Reward",1,0
"22","COGNITIVE",10,8,1,10.0009000301361,420.28010392189,"Reward",1,0
"23","WAIT",10,4,1,10.0171599388123,447.296407938004,"Reward",2,1
"24","GRIP",10,8,1,10.033459186554,467.379194974899,"Reward",2,1
"25","WAIT",10,20,1,10.0170230865479,487.446707010269,"Reward",2,1
"26","WAIT",10,8,1,10.0162768363953,507.513360023499,"Reward",2,1
"27","GRIP",10,20,1,10.0325610637665,527.59602689743,"Reward",2,1
"28","GRIP",10,4,1,10.0225150585175,547.669555902481,"Reward",2,1
"29","WAIT",10,4,1,10.0166680812836,567.747343063354,"Reward",2,1
"30","GRIP",10,20,1,10.0210530757904,587.818279981613,"Reward",2,1
"31","GRIP",10,8,1,10.0325140953064,607.896481990814,"Reward",2,1
"32","WAIT",10,20,1,10.016786813736,627.964343070984,"Reward",2,1
"33","WAIT",10,8,1,10.0167219638824,648.031182050705,"Reward",2,1
"34","GRIP",10,4,1,10.0309920310974,668.112135887146,"Reward",2,1
"35","WAIT",10,20,1,10.0168108940125,688.181482076645,"Reward",2,1
"36","WAIT",10,4,1,10.0165441036224,708.24845290184,"Reward",2,1
"37","GRIP",10,4,1,10.0309989452362,728.329310894012,"Reward",2,1
"38","WAIT",10,8,1,10.0167560577393,748.398840904236,"Reward",2,1
"39","GRIP",10,20,1,10.0270888805389,768.475615978241,"Reward",2,1
"40","GRIP",10,8,1,10.0236990451813,788.556118965149,"Reward",2,1
"41","WAIT",10,4,1,10.0168261528015,808.632550954819,"Reward",2,1
"42","GRIP",10,20,1,10.0132970809937,828.695606946945,"Reward",2,1
"43","WAIT",10,20,1,10.016918182373,848.766154050827,"Reward",2,1
"44","COGNITIVE",10,20,1,10.0008401870728,875.317023038864,"Reward",3,0
"45","COGNITIVE",10,8,1,10.0018858909607,895.36828994751,"Reward",3,0
"46","COGNITIVE",10,4,1,10.000556230545,915.417072057724,"Reward",3,0
"47","WAIT",10,4,1,10.016902923584,935.483493089676,"Reward",3,0
"48","WAIT",10,8,1,10.0164470672607,955.550304889679,"Reward",3,0
"49","WAIT",10,20,1,10.0168340206146,975.617144107819,"Reward",3,0
"50","WAIT",10,8,1,10.016942024231,995.683963060379,"Reward",3,0
"51","COGNITIVE",10,8,1,10.0013790130615,1015.73472690582,"Reward",3,0
"52","COGNITIVE",10,4,1,10.0019941329956,1035.7860250473,"Reward",3,0
"53","WAIT",10,4,1,10.0171940326691,1055.85097098351,"Reward",3,0
"54","COGNITIVE",10,20,1,10.0010879039764,1075.90194487572,"Reward",3,0
"55","WAIT",10,20,1,10.0169401168823,1095.96807289124,"Reward",3,0
"56","COGNITIVE",10,20,1,10.0014860630035,1116.01886296272,"Reward",3,0
"57","COGNITIVE",10,4,1,10.0008358955383,1136.0690600872,"Reward",3,0
"58","WAIT",10,8,1,10.0164468288422,1156.13467407227,"Reward",3,0
"59","WAIT",10,20,1,10.0168778896332,1176.20208787918,"Reward",3,0
"60","COGNITIVE",10,8,1,10.0006859302521,1196.25260591507,"Reward",3,0
"61","WAIT",10,4,1,10.0174520015717,1216.31907391548,"Reward",3,0
"62","COGNITIVE",10,20,1,10.002124786377,1236.47100806236,"Reward",3,0
"63","COGNITIVE",10,8,1,10.0008189678192,1256.5200688839,"Reward",3,0
"64","COGNITIVE",10,4,0,1.07983183860779,1266.56939888,"OfferQuit",3,0
"65","WAIT",10,8,1,10.0170431137085,1284.61963295937,"Reward",3,0
"66","GRIP",10,20,1,10.0303769111633,1347.5832901001,"Reward",4,1
"67","WAIT",10,4,1,10.0169589519501,1367.65361404419,"Reward",4,1
"68","WAIT",10,8,1,10.0168838500977,1387.72046303749,"Reward",4,1
"69","GRIP",10,8,1,10.0235369205475,1407.79389691353,"Reward",4,1
"70","WAIT",10,20,1,10.0172779560089,1427.87075304985,"Reward",4,1
"71","GRIP",10,4,1,10.0281150341034,1447.94855189323,"Reward",4,1
"72","WAIT",10,20,1,10.01700091362,1468.02106904984,"Reward",4,1
"73","GRIP",10,8,1,10.0230209827423,1488.09402799606,"Reward",4,1
"74","GRIP",10,20,1,10.0294568538666,1508.18423104286,"Reward",4,1
"75","WAIT",10,8,1,10.0170571804047,1528.25491499901,"Reward",4,1
"76","WAIT",10,4,1,10.0163230895996,1548.32116889954,"Reward",4,1
"77","GRIP",10,4,1,10.0309312343597,1568.40253901482,"Reward",4,1
"78","WAIT",10,8,1,10.01691198349,1588.47203397751,"Reward",4,1
"79","WAIT",10,4,1,10.016753911972,1608.53873991966,"Reward",4,1
"80","GRIP",10,4,1,10.0234050750732,1628.6120800972,"Reward",4,1
"81","GRIP",10,8,1,10.0288600921631,1648.70138192177,"Reward",4,1
"82","WAIT",10,20,1,10.0170381069183,1668.77268695831,"Reward",4,1
"83","GRIP",10,20,1,10.0280990600586,1688.85061788559,"Reward",4,1
"84","GRIP",10,4,1,10.0215339660645,1708.92852497101,"Reward",4,1
"85","GRIP",10,8,1,10.0332632064819,1729.0234439373,"Reward",4,1
