"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","WAIT",10,4,0,1.39278197288513,7.04859590530396,"OfferQuit",1,0
"2","COGNITIVE",10,8,1,10.0009741783142,25.0827190876007,"Reward",1,0
"3","COGNITIVE",10,20,1,10.000391960144,45.1330890655518,"Reward",1,0
"4","WAIT",10,20,1,10.0166268348694,65.1995830535889,"Reward",1,0
"5","WAIT",10,8,0,0.551458120346069,75.8010580539703,"Quit",1,0
"6","COGNITIVE",10,4,1,10.0009181499481,93.8336610794067,"Reward",1,0
"7","COGNITIVE",10,4,1,10.0004949569702,113.883824110031,"Reward",1,0
"8","WAIT",10,8,1,10.0168340206146,134.000198125839,"Reward",1,0
"9","WAIT",10,20,1,10.0166850090027,154.067055940628,"Reward",1,0
"10","COGNITIVE",10,8,1,10.0011970996857,174.11776304245,"Reward",1,0
"11","WAIT",10,4,0,6.66944098472595,190.836704969406,"Quit",1,0
"12","COGNITIVE",10,20,1,10.0008940696716,208.867733001709,"Reward",1,0
"13","WAIT",10,4,1,10.0167269706726,228.934456110001,"Reward",1,0
"14","WAIT",10,8,1,10.0161790847778,249.001008033752,"Reward",1,0
"15","COGNITIVE",10,8,1,10.0020549297333,269.052783966064,"Reward",1,0
"16","WAIT",10,20,1,10.0167469978333,289.118381023407,"Reward",1,0
"17","COGNITIVE",10,4,1,10.001494884491,309.169380903244,"Reward",1,0
"18","COGNITIVE",10,20,1,10.0002269744873,329.219245910645,"Reward",1,0
"19","COGNITIVE",10,4,1,10.0007088184357,349.269386053085,"Reward",1,0
"20","COGNITIVE",10,20,1,10.0007238388062,369.319600105286,"Reward",1,0
"21","WAIT",10,4,0,0.968460083007812,379.369359016418,"OfferQuit",1,0
"22","WAIT",10,20,1,10.0163860321045,397.419459104538,"Reward",1,0
"23","COGNITIVE",10,8,2,6.00043988227844,413.470052957535,"Forced Travel",1,0
"24","GRIP",10,20,1,10.0246520042419,438.36071395874,"Reward",2,1
"25","WAIT",10,20,1,10.0173480510712,458.436691999435,"Reward",2,1
"26","WAIT",10,4,0,8.53599715232849,477.022706031799,"Quit",2,1
"27","GRIP",10,4,1,10.0244178771973,495.077893018723,"Reward",2,1
"28","WAIT",10,8,1,10.0169711112976,515.153929948807,"Reward",2,1
"29","GRIP",10,8,1,10.0234150886536,535.22757101059,"Reward",2,1
"30","GRIP",10,4,0,1.59181189537048,545.287720918655,"OfferQuit",2,1
"31","WAIT",10,4,0,8.51840496063232,561.839324951172,"Quit",2,1
"32","GRIP",10,20,1,10.0246059894562,579.895555019379,"Reward",2,1
"33","GRIP",10,8,1,10.0246241092682,599.979634046555,"Reward",2,1
"34","WAIT",10,20,1,10.0165410041809,620.054876089096,"Reward",2,1
"35","WAIT",10,8,0,1.42730212211609,630.104960918427,"OfferQuit",2,1
"36","WAIT",10,8,0,0.0862569808959961,638.224678993225,"Quit",2,1
"37","WAIT",10,20,1,10.0168921947479,656.338582038879,"Reward",2,1
"38","GRIP",10,20,1,10.0241727828979,676.413042068481,"Reward",2,1
"39","GRIP",10,4,0,1.9657838344574,686.471952915192,"OfferQuit",2,1
"40","GRIP",10,8,1,10.0239751338959,704.529897928238,"Reward",2,1
"41","WAIT",10,4,0,1.35242891311646,715.941776990891,"Quit",2,1
"42","WAIT",10,20,1,10.0164520740509,733.988968133926,"Reward",2,1
"43","GRIP",10,4,0,1.85721778869629,744.039359092712,"OfferQuit",2,1
"44","WAIT",10,4,1,10.0167860984802,762.089607000351,"Reward",2,1
"45","WAIT",10,8,1,10.0166609287262,782.156470060349,"Reward",2,1
"46","GRIP",10,8,0,1.20288014411926,792.206432104111,"OfferQuit",2,1
"47","GRIP",10,20,1,10.0240340232849,810.263813018799,"Reward",2,1
"48","WAIT",10,8,1,10.0169868469238,830.34024810791,"Reward",2,1
"49","WAIT",10,8,0,1.91149592399597,846.840832948685,"OfferQuit",3,0
