"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","WAIT",10,4,1,10.017548084259,17.0679700374603,"Reward",1,1
"2","WAIT",10,8,1,10.0167899131775,37.1349270343781,"Reward",1,1
"3","GRIP",10,20,2,0.755440950393677,47.9402680397034,"Forced Travel",1,1
"4","WAIT",10,20,1,10.0163979530334,65.9852418899536,"Reward",1,1
"5","GRIP",10,4,1,10.0251140594482,86.0606260299683,"Reward",1,1
"6","GRIP",10,8,1,10.024927854538,106.144464015961,"Reward",1,1
"7","GRIP",10,4,1,10.0323791503906,126.235761880875,"Reward",1,1
"8","WAIT",10,4,1,10.0171129703522,146.303423881531,"Reward",1,1
"9","WAIT",10,8,1,10.0173959732056,166.4364798069,"Reward",1,1
"10","GRIP",10,20,1,10.024425983429,186.511778831482,"Reward",1,1
"11","WAIT",10,20,1,10.0164771080017,206.587416887283,"Reward",1,1
"12","GRIP",10,8,1,10.0212638378143,226.658571004868,"Reward",1,1
"13","GRIP",10,4,0,1.83895182609558,236.721462965012,"OfferQuit",1,1
"14","WAIT",10,20,1,10.0167601108551,254.771333932877,"Reward",1,1
"15","WAIT",10,4,1,10.0164389610291,274.838335990906,"Reward",1,1
"16","GRIP",10,20,1,10.0216178894043,294.910269021988,"Reward",1,1
"17","WAIT",10,8,1,10.0169661045074,314.972421884537,"Reward",1,1
"18","GRIP",10,8,1,10.0234279632568,335.045904874802,"Reward",1,1
"19","WAIT",10,20,1,10.0171210765839,355.123266935349,"Reward",1,1
"20","GRIP",10,4,0,1.6031129360199,365.172983884811,"OfferQuit",1,1
"21","GRIP",10,20,1,10.0213739871979,383.227939844131,"Reward",1,1
"22","WAIT",10,4,1,10.0169169902802,403.30699300766,"Reward",1,1
"23","GRIP",10,8,1,10.021497964859,423.37851190567,"Reward",1,1
"24","COGNITIVE",10,4,1,10.0005369186401,449.674831867218,"Reward",2,0
"25","WAIT",10,8,1,10.0164799690247,469.741325855255,"Reward",2,0
"26","WAIT",10,20,1,10.0164439678192,489.808254957199,"Reward",2,0
"27","COGNITIVE",10,8,2,10.0005657672882,509.858850002289,"Forced Travel",2,0
"28","WAIT",10,4,1,10.0167701244354,527.908805847168,"Reward",2,0
"29","COGNITIVE",10,20,1,10.0006508827209,547.959697008133,"Reward",2,0
