"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","GRIP",10,8,0,1.26678705215454,7.04143905639648,"OfferQuit",1,1
"2","WAIT",10,20,1,10.0169448852539,25.0914680957794,"Reward",1,1
"3","WAIT",10,4,0,1.71429395675659,35.1413450241089,"OfferQuit",1,1
"4","WAIT",10,8,0,1.48044800758362,43.1748509407043,"OfferQuit",1,1
"5","GRIP",10,20,1,10.0278029441833,61.2355649471283,"Reward",1,1
"6","GRIP",10,4,0,1.80845999717712,71.2924180030823,"OfferQuit",1,1
"7","GRIP",10,4,0,1.86308979988098,79.3256011009216,"OfferQuit",1,1
"8","WAIT",10,4,0,1.76134300231934,87.3592419624329,"OfferQuit",1,1
"9","GRIP",10,20,1,10.0275840759277,105.419487953186,"Reward",1,1
"10","GRIP",10,8,0,1.86320900917053,115.526025056839,"OfferQuit",1,1
"11","WAIT",10,20,1,10.017256975174,133.576198101044,"Reward",1,1
"12","WAIT",10,8,1,10.016813993454,153.643184900284,"Reward",1,1
"13","WAIT",10,4,0,1.86460590362549,163.693192958832,"OfferQuit",1,1
"14","WAIT",10,8,1,10.0176620483398,181.743520021439,"Reward",1,1
"15","WAIT",10,20,1,10.0163440704346,201.810411930084,"Reward",1,1
"16","GRIP",10,4,0,1.88374495506287,211.860352039337,"OfferQuit",1,1
"17","GRIP",10,8,1,10.0276570320129,229.921731948853,"Reward",1,1
"18","GRIP",10,20,1,10.0268580913544,250.004822015762,"Reward",1,1
"19","GRIP",10,8,0,1.36091995239258,260.061901092529,"OfferQuit",1,1
"20","GRIP",10,20,1,10.0276350975037,278.122539997101,"Reward",1,1
"21","WAIT",10,8,0,0.136307001113892,288.314055919647,"Quit",1,1
"22","WAIT",10,20,1,10.0167961120605,306.361839056015,"Reward",1,1
"23","WAIT",10,4,0,1.27518486976624,316.412287950516,"OfferQuit",1,1
"24","GRIP",10,4,0,1.58816313743591,324.445762872696,"OfferQuit",1,1
"25","GRIP",10,20,1,10.0281591415405,342.506943941116,"Reward",1,1
"26","WAIT",10,8,1,10.0170180797577,362.579120874405,"Reward",1,1
"27","WAIT",10,4,0,1.67242884635925,372.629944086075,"OfferQuit",1,1
"28","WAIT",10,20,1,10.0169761180878,390.679573059082,"Reward",1,1
"29","GRIP",10,8,0,1.49645304679871,400.729650020599,"OfferQuit",1,1
"30","GRIP",10,4,0,1.52875590324402,408.763120889664,"OfferQuit",1,1
"31","GRIP",10,4,0,1.95619201660156,416.796745061874,"OfferQuit",1,1
"32","WAIT",10,8,1,10.0170590877533,440.563874959946,"Reward",2,0
"33","COGNITIVE",10,8,1,10.000706911087,460.614276885986,"Reward",2,0
"34","COGNITIVE",10,4,0,1.26616287231445,470.66415309906,"OfferQuit",2,0
"35","WAIT",10,20,1,10.0170991420746,488.71417593956,"Reward",2,0
"36","COGNITIVE",10,20,1,10.0007789134979,508.764870882034,"Reward",2,0
"37","WAIT",10,4,0,1.54509997367859,518.814507961273,"OfferQuit",2,0
"38","WAIT",10,20,1,10.0166599750519,536.86486697197,"Reward",2,0
