"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","WAIT",10,8,0,8.13590312004089,15.1879050731659,"Quit",1,1
"2","GRIP",10,8,2,2.2581958770752,25.4779281616211,"Forced Travel",1,1
"3","WAIT",10,20,1,10.0170199871063,43.5199790000916,"Reward",1,1
"4","WAIT",10,4,1,10.0170748233795,63.5869162082672,"Reward",1,1
"5","GRIP",10,4,2,1.03493499755859,74.6717932224274,"Forced Travel",1,1
"6","GRIP",10,20,1,10.0349221229553,92.7387812137604,"Reward",1,1
"7","GRIP",10,20,1,10.0232639312744,112.810973167419,"Reward",1,1
"8","WAIT",10,4,1,10.0168631076813,132.888164043427,"Reward",1,1
"9","WAIT",10,8,1,10.0170919895172,153.021811008453,"Reward",1,1
"10","GRIP",10,4,0,0.583326101303101,163.654964208603,"Quit",1,1
"11","GRIP",10,8,1,10.0221519470215,181.710854053497,"Reward",1,1
"12","WAIT",10,20,1,10.0170631408691,201.789282083511,"Reward",1,1
"13","WAIT",10,4,0,0.669219017028809,212.508546113968,"Quit",1,1
"14","WAIT",10,20,1,10.0166079998016,230.556357145309,"Reward",1,1
"15","GRIP",10,8,1,10.0198531150818,250.626389026642,"Reward",1,1
"16","GRIP",10,20,1,10.0189290046692,270.693055152893,"Reward",1,1
"17","GRIP",10,4,2,1.02048110961914,281.761249065399,"Forced Travel",1,1
"18","WAIT",10,8,1,10.0170588493347,299.807751178741,"Reward",1,1
"19","GRIP",10,4,1,10.0285120010376,319.886174201965,"Reward",1,1
"20","GRIP",10,8,1,10.0348370075226,339.976467132568,"Reward",1,1
"21","GRIP",10,20,2,1.02098298072815,351.046114206314,"Forced Travel",1,1
"22","WAIT",10,8,1,10.0166800022125,369.092061042786,"Reward",1,1
"23","WAIT",10,20,1,10.016716003418,389.159240007401,"Reward",1,1
"24","WAIT",10,4,1,10.0167729854584,409.226089000702,"Reward",1,1
"25","WAIT",10,4,1,10.0170650482178,441.943511009216,"Reward",2,0
"26","WAIT",10,8,1,10.0168278217316,462.010531187057,"Reward",2,0
"27","COGNITIVE",10,20,2,6.00199913978577,478.062445163727,"Forced Travel",2,0
"28","WAIT",10,20,1,10.0167438983917,496.111028194427,"Reward",2,0
"29","COGNITIVE",10,8,1,10.0008339881897,516.161956071854,"Reward",2,0
"30","COGNITIVE",10,4,2,4.0004870891571,530.212202072144,"Forced Travel",2,0
"31","WAIT",10,20,1,10.0167689323425,548.262009143829,"Reward",2,0
"32","WAIT",10,8,0,0.933779001235962,559.245895147324,"Quit",2,0
"33","WAIT",10,4,0,0.63524603843689,567.914191007614,"Quit",2,0
"34","COGNITIVE",10,20,1,10.0009138584137,585.946487188339,"Reward",2,0
"35","COGNITIVE",10,8,1,10.0004608631134,605.996841192245,"Reward",2,0
"36","COGNITIVE",10,4,1,10.0005929470062,626.047037124634,"Reward",2,0
"37","COGNITIVE",10,20,1,10.0016231536865,646.098637104034,"Reward",2,0
"38","WAIT",10,8,1,10.0170359611511,666.230731010437,"Reward",2,0
"39","COGNITIVE",10,8,1,10.0008990764618,686.281586170197,"Reward",2,0
"40","COGNITIVE",10,4,0,0.0589292049407959,696.390121221542,"Quit",2,0
"41","WAIT",10,4,0,1.94551801681519,704.414825201035,"OfferQuit",2,0
"42","WAIT",10,20,1,10.0167059898376,722.465028047562,"Reward",2,0
"43","COGNITIVE",10,4,0,1.15514492988586,732.514719009399,"OfferQuit",2,0
"44","COGNITIVE",10,8,1,10.0007259845734,750.549367189407,"Reward",2,0
"45","WAIT",10,4,0,0.2693190574646,760.868235111237,"Quit",2,0
"46","COGNITIVE",10,20,1,10.0008380413055,778.899844169617,"Reward",2,0
"47","WAIT",10,20,1,10.0169651508331,798.966416120529,"Reward",2,0
"48","WAIT",10,8,1,10.0166780948639,819.033313989639,"Reward",2,0
"49","COGNITIVE",10,20,2,10.0003108978271,839.083492994308,"Forced Travel",2,0
"50","WAIT",10,4,0,0.0360109806060791,854.60328412056,"Quit",3,1
"51","GRIP",10,4,1,10.0326189994812,872.667103052139,"Reward",3,1
"52","GRIP",10,20,1,10.0344150066376,892.752305030823,"Reward",3,1
"53","WAIT",10,8,1,10.0169451236725,912.81826210022,"Reward",3,1
"54","GRIP",10,8,1,10.0346660614014,932.903140068054,"Reward",3,1
"55","WAIT",10,20,1,10.0170018672943,952.969096183777,"Reward",3,1
"56","GRIP",10,20,1,10.034686088562,973.05391907692,"Reward",3,1
"57","WAIT",10,8,1,10.0168659687042,993.119722127914,"Reward",3,1
"58","GRIP",10,8,1,10.0340468883514,1013.20396614075,"Reward",3,1
"59","WAIT",10,4,0,1.89719915390015,1023.2529001236,"OfferQuit",3,1
"60","GRIP",10,4,0,1.21017503738403,1031.28703713417,"OfferQuit",3,1
"61","WAIT",10,20,1,10.0169610977173,1049.33740210533,"Reward",3,1
"62","GRIP",10,8,1,10.0346260070801,1069.42197108269,"Reward",3,1
"63","WAIT",10,8,1,10.0170459747314,1089.50466799736,"Reward",3,1
"64","WAIT",10,4,0,0.302513837814331,1099.8574411869,"Quit",3,1
"65","WAIT",10,20,1,10.0171678066254,1117.90529513359,"Reward",3,1
"66","GRIP",10,4,0,1.42746305465698,1127.95475912094,"OfferQuit",3,1
"67","GRIP",10,20,1,10.034576177597,1146.02313613892,"Reward",3,1
"68","GRIP",10,8,0,0.270247936248779,1156.3428800106,"Quit",3,1
"69","GRIP",10,4,0,1.96897292137146,1164.37256217003,"OfferQuit",3,1
"70","WAIT",10,8,1,10.0169990062714,1182.42294311523,"Reward",3,1
"71","GRIP",10,20,1,10.0223309993744,1202.49538707733,"Reward",3,1
"72","WAIT",10,20,1,10.0168900489807,1222.57363915443,"Reward",3,1
"73","WAIT",10,4,0,0.785565137863159,1233.40960907936,"Quit",3,1
"74","GRIP",10,4,0,1.32915091514587,1241.44074606895,"OfferQuit",3,1
"75","GRIP",10,20,1,10.0215270519257,1259.49583220482,"Reward",3,1
"76","WAIT",10,4,0,0.755524158477783,1323.39236211777,"OfferQuit",4,0
"77","COGNITIVE",10,8,1,10.0009300708771,1341.42631602287,"Reward",4,0
"78","WAIT",10,8,1,10.0173637866974,1361.49314713478,"Reward",4,0
"79","WAIT",10,20,1,10.0169339179993,1381.55974721909,"Reward",4,0
"80","COGNITIVE",10,20,1,10.0006837844849,1401.61057019234,"Reward",4,0
"81","COGNITIVE",10,4,0,1.06240701675415,1411.66023111343,"OfferQuit",4,0
"82","WAIT",10,4,0,1.08211994171143,1419.69277119637,"OfferQuit",4,0
"83","COGNITIVE",10,20,1,10.0011341571808,1437.72793912888,"Reward",4,0
"84","COGNITIVE",10,8,1,10.0033898353577,1457.79735016823,"Reward",4,0
"85","WAIT",10,8,1,10.0169019699097,1477.86147499084,"Reward",4,0
