"","Cost","Handling","Offer","Choice","RT","ExpTime","ResponseType","Block","BlockType"
"1","WAIT",10,20,1,10.0167579650879,17.0579280853271,"Reward",1,1
"2","WAIT",10,4,1,10.0166399478912,37.124804019928,"Reward",1,1
"3","GRIP",10,20,1,10.0251150131226,57.1999900341034,"Reward",1,1
"4","GRIP",10,8,1,10.0254271030426,77.2841820716858,"Reward",1,1
"5","WAIT",10,8,1,10.0162649154663,97.3589901924133,"Reward",1,1
"6","GRIP",10,4,1,10.0250070095062,117.433962106705,"Reward",1,1
"7","WAIT",10,20,1,10.017511844635,137.510006189346,"Reward",1,1
"8","GRIP",10,4,1,10.0246019363403,157.634178161621,"Reward",1,1
"9","GRIP",10,20,1,10.0248289108276,177.718679189682,"Reward",1,1
"10","GRIP",10,8,1,10.0307059288025,197.808246135712,"Reward",1,1
"11","WAIT",10,4,1,10.0169970989227,217.877670049667,"Reward",1,1
"12","WAIT",10,8,1,10.0170788764954,237.944933176041,"Reward",1,1
"13","GRIP",10,4,1,10.0355861186981,258.030220031738,"Reward",1,1
"14","WAIT",10,20,1,10.0159640312195,278.094455003738,"Reward",1,1
"15","GRIP",10,8,1,10.0213649272919,298.166424036026,"Reward",1,1
"16","WAIT",10,4,1,10.017972946167,318.230324029922,"Reward",1,1
"17","WAIT",10,8,1,10.017863035202,338.297435045242,"Reward",1,1
"18","GRIP",10,20,1,10.0260989665985,358.372335195541,"Reward",1,1
"19","WAIT",10,4,1,10.017776966095,378.447988033295,"Reward",1,1
"20","GRIP",10,4,1,10.0238749980927,398.520709037781,"Reward",1,1
"21","WAIT",10,8,1,10.0177009105682,418.598352193832,"Reward",1,1
"22","WAIT",10,4,1,10.016508102417,444.980983018875,"Reward",2,0
"23","WAIT",10,8,1,10.0164730548859,465.047996997833,"Reward",2,0
"24","COGNITIVE",10,8,2,4.00161385536194,479.099618196487,"Forced Travel",2,0
"25","COGNITIVE",10,4,1,10.0002541542053,497.132326126099,"Reward",2,0
"26","WAIT",10,20,1,10.0170669555664,517.198899030685,"Reward",2,0
"27","COGNITIVE",10,20,1,10.000892162323,537.249667167664,"Reward",2,0
"28","COGNITIVE",10,8,2,10.0003399848938,557.333272218704,"Forced Travel",2,0
"29","WAIT",10,20,1,10.0171301364899,575.383177042007,"Reward",2,0
"30","WAIT",10,4,1,10.0172700881958,595.450181007385,"Reward",2,0
"31","COGNITIVE",10,20,1,10.0000569820404,615.500752210617,"Reward",2,0
"32","COGNITIVE",10,4,1,10.0016620159149,635.552276134491,"Reward",2,0
"33","WAIT",10,8,1,10.0170979499817,655.617893218994,"Reward",2,0
"34","COGNITIVE",10,20,1,10.0010299682617,675.668485164642,"Reward",2,0
"35","WAIT",10,20,1,10.0175988674164,695.735225200653,"Reward",2,0
"36","WAIT",10,8,1,10.0167038440704,715.868588209152,"Reward",2,0
"37","COGNITIVE",10,4,1,9.99991106987,735.91845703125,"Reward",2,0
"38","WAIT",10,4,1,10.0167000293732,755.98583316803,"Reward",2,0
"39","COGNITIVE",10,8,1,10.0008041858673,776.036568164825,"Reward",2,0
"40","COGNITIVE",10,4,1,10.000638961792,796.086973190308,"Reward",2,0
"41","WAIT",10,4,1,10.0172491073608,816.153526067734,"Reward",2,0
"42","WAIT",10,20,1,10.0168249607086,836.220514059067,"Reward",2,0
"43","WAIT",10,8,1,10.0168540477753,856.287481069565,"Reward",2,0
"44","GRIP",10,20,1,10.0249021053314,882.329144001007,"Reward",3,1
"45","GRIP",10,4,1,10.0249419212341,902.412914991379,"Reward",3,1
